"COUNTRY_CD","YEARWEEK","SALESLOCALCURRENCY"
DE,202007,11259.630000000001
DE,202008,4202.3499999999985
DE,202009,5150.060000000001
DE,202010,6012.819999999996
DE,202011,5087.309999999997
DE,202012,4921.83
DE,202013,0.01
DE,202014,10896.49
DE,202015,6598.66999999999
DE,202016,7494.169999999984
DE,202017,8550.750000000005
DE,202018,11349.139999999996
DE,202019,13297.489999999998
DE,202020,9213.87
DE,202021,7987.789999999999
DE,202022,8170.350000000002
DE,202023,6542.930000000002
DE,202024,7017.259999999999
DE,202025,8169.920000000001
DE,202026,8517.48
DE,202027,8498.59
DE,202028,8559.4
DE,202029,8265.760000000004
DE,202030,8544.880000000001
DE,202031,7604.6399999999885
DE,202032,7875.759999999998
DE,202033,6785.21
DE,202034,6585.44
DE,202035,8571.18
DE,202036,8004.929999999999
DE,202037,7582.539999999987
DE,202038,7777.329999999985
DE,202039,8216.969999999988
DE,202040,8427.710000000001
DE,202041,9307.390000000001
DE,202042,10495.039999999999
DE,202043,17167.86
DE,202044,18719.17
DE,202045,23490.629999999983
DE,202046,38797.79000000001
DE,202047,30385.389999999996
DE,202048,12204.259999999986
DE,202049,10257.849999999999
DE,202050,6880.279999999997
DE,202051,5651.190000000003
DE,202052,5958.340000000001
DE,202101,6680.31
DE,202102,17032.549999999996
DE,202103,7595.2999999999965
DE,202104,4492.56
DE,202105,5816.46
DE,202106,6517.370000000001
DE,202107,7435.769999999999
DE,202108,7389.139999999999
DE,202109,8766.07
DE,202110,8116.870000000001
DE,202111,6540.72
DE,202112,6966.200000000002
DE,202113,9906.89
DE,202114,15861.590000000002
DE,202115,9184.17
DE,202116,8100.48
DE,202117,9298.66
DE,202118,12445.910000000005
DE,202119,12340.649999999992
DE,202120,10946.240000000003
DE,202121,9189.48
DE,202122,8018.3200000000015
DE,202124,8055.62
DE,202125,16651.11
DE,202126,16834.299999999996
DE,202127,13265.949999999997
DE,202128,14269.350000000002
DE,202129,16632.83000000002
DE,202130,16005.520000000026
DE,202131,15546.990000000016
DE,202132,14945.290000000019
DE,202133,18080.440000000024
DE,202134,15944.250000000018
DE,202135,17956.440000000024
DE,202136,27856.40000000001
DE,202137,24545.210000000006
DE,202138,20047.09000000002
DE,202139,16493.10000000002
DE,202140,21254.760000000017
DE,202141,21203.960000000006
DE,202142,18063.15000000001
DE,202143,22589.370000000024
DE,202144,22817.189999999977
DE,202145,29379.110000000033
DE,202146,42755.270000000004
DE,202147,55356.35999999994
DE,202148,21279.330000000005
DE,202149,15095.870000000008
DE,202150,15430.820000000007
DE,202151,11207.490000000003
DE,202152,12256.200000000004
DE,202201,15174.619999999999
DE,202202,20107.34
DE,202203,18731.730000000007
DE,202204,15231.989999999998
DE,202205,16020.770000000011
DE,202206,15388.89
DE,202207,35284.55000000008
DE,202208,33653.09000000035
DE,202209,29767.170000000093
DE,202210,32431.230000000087
DE,202211,38031.85000000022
DE,202212,33774.459999999955
DE,202213,32378.880000000143
DE,202214,32280.979999999996
DE,202215,28423.299999999992
DE,202216,34992.999999999935
DE,202217,39983.489999999976
DE,202218,41631.079999999965
DE,202219,40297.679999999964
DE,202220,30019.170000000016
DE,202221,25219.489999999976
DE,202222,22358.59000000001
DE,202223,29907.720000000005
DE,202224,13014.349999999995
DE,202225,561.4000000000001
DE,202226,12923.129999999996
DE,202227,12559.150000000005
DE,202228,11925.800000000005
DE,202229,13474.61
DE,202230,9597.7
DE,202231,12532.780000000002
DE,202232,10274.910000000002
DE,202233,12597.82
DE,202234,11680.980000000001
DE,202235,14276.909999999998
DE,202236,13600.289999999997
DE,202237,12014.160000000002
DE,202238,11186.890000000001
DE,202239,13062.57000000001
DE,202240,14032.370000000008
DE,202241,14220.989999999998
DE,202243,14463.3
DE,202244,16537.030000000024
DE,202245,24724.510000000028
DE,202246,34571.17000000006
DE,202247,48583.54000000004
DE,202248,17428.38
DE,202250,13306.02999999999
DE,202251,12521.559999999996
DE,202252,11772.790000000005
DE,202301,13710.910000000005
DE,202302,17730.04
DE,202303,23718.989999999994
DE,202304,12207.04
DE,202305,18105.810000000005
DE,202306,14694.130000000003
DE,202307,14987.440000000004
DE,202308,1.0
DE,202309,15576.7
DE,202310,27042.499999999993
DE,202311,25673.529999999984
DE,202312,23114.679999999997
DE,202313,20836.190000000006
DE,202314,22276.939999999977
DE,202315,25380.45999999996
DE,202316,18201.350000000017
DE,202317,11780.289999999997
DE,202318,18442.89000000001
DE,202319,23176.68999999999
DE,202320,21535.889999999996
DE,202321,14021.9
DE,202322,14993.759999999995
DE,202323,12195.880000000005
DE,202324,13202.160000000005
DE,202325,14257.930000000006
DE,202326,15481.150000000012
DE,202327,18576.749999999996
DE,202328,13361.28
DE,202329,12373.14
DE,202330,12826.640000000009
DE,202331,12562.479999999998
DE,202332,9696.849999999999
DE,202333,11811.730000000003
DE,202334,12560.830000000004
DE,202335,13042.03
DE,202336,12785.059999999998
DE,202337,13223.89
DE,202338,13078.429999999993
DE,202339,12789.390000000007
DE,202340,17022.17
DE,202341,17470.60000000001
DE,202342,17719.880000000005
DE,202343,40606.25999999998
DE,202344,38815.69999999996
DE,202345,42577.570000000094
DE,202346,60262.92000000008
DE,202347,81827.32999999999
DE,202348,44489.81000000003
DE,202349,27005.250000000004
DE,202350,22329.569999999996
DE,202351,23207.960000000025
DE,202352,21648.270000000022
DE,202353,25310.14999999999
DE,202401,28073.839999999967
DE,202402,33478.350000000035
DE,202403,25394.13999999997
DE,202404,25534.709999999985
DE,202405,29519.710000000032
DE,202406,25821.379999999983
DE,202407,32999.19
DE,202408,40926.63
DE,202409,33315.08999999999
DJ,201749,374.8
DJ,201750,1139.8
DJ,201751,440.5
DJ,201752,763.25
DJ,201753,355.25
DJ,201801,752.75
DJ,201802,646.25
DJ,201803,965.75
DJ,201804,734.75
DJ,201805,862.0
DJ,201806,737.5
DJ,201807,810.76
DJ,201808,832.75
DJ,201809,965.5
DJ,201810,672.55
DJ,201811,765.0
DJ,201812,793.25
DJ,201813,543.0
DJ,201814,716.71
DJ,201815,544.8
DJ,201816,919.77
DJ,201817,552.97
DJ,201818,644.5
DJ,201819,883.53
DJ,201820,867.0
DJ,201821,725.25
DJ,201822,857.4300000000001
DJ,201823,1109.5
DJ,201824,811.44
DJ,201825,646.26
DJ,201826,797.0
DJ,201827,1049.6100000000001
DJ,201828,715.5
DJ,201829,639.75
DJ,201830,567.0
DJ,201831,728.25
DJ,201832,1065.0
DJ,201833,883.25
DJ,201834,853.75
DJ,201835,692.49
DJ,201836,1264.47
DJ,201837,1015.72
DJ,201838,1047.73
DJ,201839,650.19
DJ,201840,662.5
DJ,201841,476.22
DJ,201842,2960.6000000000004
DJ,201843,716.08
DJ,201844,899.6600000000001
DJ,201845,984.75
DJ,201846,853.25
DJ,201847,1414.75
DJ,201848,331.25
DJ,201849,499.25
DJ,201850,812.75
DJ,201852,1119.25
DJ,201901,557.77
DJ,201902,829.43
DJ,201903,685.75
DJ,201904,455.5
DJ,201905,836.01
DJ,201906,905.5
DJ,201907,842.75
DJ,201908,559.12
DJ,201909,623.75
DJ,201910,503.5
DJ,201911,767.6800000000001
DJ,201912,456.0
DJ,201913,720.25
DJ,201914,473.25
DJ,201915,626.0
DJ,201916,309.5
DJ,201917,760.0
DJ,201918,304.25
DJ,201919,873.03
DJ,201920,374.25
DJ,201921,489.5
DJ,201922,487.75
DJ,201923,401.25
DJ,201924,673.0
DJ,201925,461.49
DJ,201926,370.99
DJ,201927,843.2
DJ,201928,613.29
DJ,201929,565.71
DJ,201930,56.0
DJ,201931,24.0
DJ,201932,541.0
DJ,201933,511.0
DJ,201934,0.0
DJ,201935,395.02
DJ,201936,502.0
DJ,201937,468.02
DJ,201939,476.0
DJ,201940,275.0
DJ,201941,315.0
DJ,201942,416.0
DJ,201943,29.99
DJ,201944,442.75
DJ,201945,937.11
DJ,201946,19.98
DJ,201947,567.25
DJ,201951,680.7900000000001
DJ,201952,479.86000000000007
DJ,202001,266.31
DJ,202002,155.54
DJ,202003,124.96000000000001
DJ,202004,64.98
DJ,202005,19.99
DJ,202006,39.99
DJ,202008,19.99
DJ,202009,101.96
DJ,202010,102.97
DJ,202015,153.96
DJ,202016,395.89000000000004
DJ,202017,379.90000000000003
DJ,202018,469.87000000000006
DJ,202019,73.98
DJ,202020,442.88000000000005
DJ,202021,119.97
DJ,202022,215.94000000000003
DJ,202023,510.82000000000005
DJ,202024,365.28000000000003
DJ,202025,289.92
DJ,202026,157.95000000000002
DJ,202027,129.96
DJ,202028,295.92
DJ,202030,195.93999999999997
DJ,202031,162.95000000000002
DJ,202032,113.97
DJ,202033,179.95000000000002
DJ,202034,73.98
DJ,202035,303.92
DJ,202036,360.90000000000003
DJ,202038,339.91
DJ,202039,159.95000000000002
DJ,202040,79.98
DJ,202041,39.99
DJ,202042,165.96
DJ,202043,130.35999999999999
DJ,202044,39.99
DJ,202045,39.99
DJ,202047,136.05
DJ,202048,94.47
DJ,202050,-42.99
DJ,202051,1527.5200000000002
DJ,202052,269.92
DJ,202101,204.94000000000003
DJ,202103,136.94000000000003
DJ,202104,235.87
DJ,202105,30.96
DJ,202106,29.99
DJ,202107,14.97
DJ,202109,79.98
DJ,202111,39.99
DJ,202112,101.95
DJ,202113,83.46000000000001
DJ,202114,61.96
DJ,202115,76.98
DJ,202116,632.82
DJ,202117,587.83
DJ,202118,102.96000000000001
DJ,202119,176.95000000000002
DJ,202120,-34.00000000000001
DJ,202121,42.99
DJ,202122,90.98
DJ,202124,178.94
DJ,202125,438.85
DJ,202126,462.86000000000007
DJ,202127,231.98
DJ,202128,102.97
DJ,202129,116.97
DJ,202130,130.96
DJ,202131,42.99
DJ,202132,470.87000000000006
DJ,202133,194.94
DJ,202134,325.92
DJ,202135,119.96
DJ,202136,231.93
DJ,202137,128.96
DJ,202138,78.98
DJ,202139,143.96
DJ,202140,624.85
DJ,202141,169.95000000000002
DJ,202142,181.95000000000002
DJ,202143,99.97
DJ,202144,337.92
DJ,202145,226.94000000000003
DJ,202146,467.29
DJ,202147,306.98
DJ,202148,77.98
DJ,202149,76.98
DJ,202150,111.97
DJ,202152,97.97
DJ,202201,24.99
DJ,202202,98.57
DJ,202203,189.47000000000003
DJ,202204,323.55000000000007
DJ,202205,262.93
DJ,202206,98.97
DJ,202207,38.99
DJ,202208,255.92
DJ,202209,70.98
DJ,202210,113.97
DJ,202211,42.99
DJ,202212,199.94000000000003
DJ,202213,539.02
DJ,202214,73.57
DJ,202215,137.12
DJ,202216,32.94
DJ,202217,201.44000000000003
DJ,202218,89.56
DJ,202219,31.99
DJ,202220,95.97
DJ,202222,94.92
DJ,202223,76.98
DJ,202224,96.91
DJ,202226,437.87
DJ,202227,374.90000000000003
DJ,202228,89.45
DJ,202229,132.77
DJ,202230,208.94000000000003
DJ,202231,216.47000000000003
DJ,202232,85.47999999999999
DJ,202233,144.96
DJ,202234,206.92000000000002
DJ,202235,583.7600000000001
DJ,202236,722.4900000000001
DJ,202237,626.46
DJ,202238,231.92000000000002
DJ,202239,47.98
DJ,202240,113.94999999999999
DJ,202241,275.08
DJ,202243,421.9
DJ,202244,236.38000000000002
DJ,202245,151.95
DJ,202246,137.29
DJ,202247,233.79000000000002
DJ,202248,1317.1200000000001
DJ,202250,167.92000000000002
DJ,202251,125.91999999999999
DJ,202252,72.92999999999999
DJ,202301,50.99
DJ,202302,473.6600000000001
DJ,202304,258.72
DJ,202305,545.7800000000001
DJ,202306,164.95
DJ,202307,141.96
DJ,202309,497.7800000000001
DJ,202310,387.82000000000005
DJ,202311,252.91000000000005
DJ,202312,556.83
DJ,202313,218.13000000000002
DJ,202314,551.01
DJ,202315,261.86
DJ,202316,347.69
DJ,202317,303.45000000000005
DJ,202318,559.32
DJ,202319,347.81000000000006
DJ,202320,341.71000000000004
DJ,202321,437.81000000000006
DJ,202322,561.6700000000001
DJ,202323,289.20000000000005
DJ,202324,146.93
DJ,202326,282.87
DJ,202327,368.80000000000007
DJ,202328,339.64
DJ,202329,74.98
DJ,202330,531.7900000000001
DJ,202331,555.6800000000001
DJ,202332,573.9300000000001
DJ,202333,760.7600000000001
DJ,202334,321.85
DJ,202335,386.84000000000003
DJ,202336,351.03000000000003
DJ,202337,183.87
DJ,202338,604.83
DJ,202339,751.8000000000001
DJ,202340,628.5000000000001
DJ,202341,572.3700000000001
DJ,202342,437.69999999999993
DJ,202343,2272.7800000000007
DJ,202344,659.32
DJ,202345,419.71999999999997
DJ,202346,295.13
DJ,202347,555.26
DJ,202348,294.57
DJ,202349,130.85
DJ,202350,314.97
DJ,202351,110.88
DJ,202352,363.61999999999983
DJ,202353,123.88
DJ,202401,58.36
DJ,202402,25.4
DJ,202403,57.85
DJ,202404,296.86
DJ,202405,1286.0600000000002
DJ,202406,625.8100000000001
DJ,202407,226.61000000000004
DJ,202408,346.91
DJ,202409,1067.24
DK,201749,324405.93000000215
DK,201750,311585.98000000487
DK,201751,402155.3399999959
DK,201752,289061.58999999764
DK,201753,236924.50999999963
DK,201801,265445.99000000005
DK,201802,298790.2599999999
DK,201803,213085.16999999943
DK,201804,234829.1800000008
DK,201805,264215.0499999997
DK,201806,232935.92999999932
DK,201807,251734.10999999984
DK,201808,305904.65000000014
DK,201809,242003.62999999983
DK,201810,288656.78
DK,201811,285478.8000000004
DK,201812,285865.6400000007
DK,201813,346106.7700000012
DK,201814,323977.4899999992
DK,201815,300791.59000000235
DK,201816,263718.4299999991
DK,201817,295656.9399999997
DK,201818,313063.45000000007
DK,201819,297337.98000000056
DK,201820,373456.710000001
DK,201821,410266.7200000023
DK,201822,567253.979999983
DK,201823,512561.2999999893
DK,201824,381480.81999999285
DK,201825,331083.8600000003
DK,201826,315559.2700000013
DK,201827,288119.94000000186
DK,201828,249951.65000000133
DK,201829,223900.71000000153
DK,201830,214613.67000000097
DK,201831,231649.30000000054
DK,201832,200091.01000000036
DK,201833,193812.82000000027
DK,201834,190292.52999999982
DK,201835,208362.8400000007
DK,201836,188188.35000000036
DK,201837,194001.5200000008
DK,201838,185514.45000000036
DK,201839,221269.54000000237
DK,201840,189084.32000000126
DK,201841,209391.9800000015
DK,201842,354823.7200000013
DK,201843,232594.03000000046
DK,201844,312652.84000000043
DK,201845,358164.6100000004
DK,201846,378461.8500000004
DK,201847,277945.9100000025
DK,201848,253956.180000005
DK,201849,162975.32000000123
DK,201850,141519.2500000001
DK,201851,137709.08999999965
DK,201852,152571.0499999997
DK,201901,166428.27999999974
DK,201902,216826.90000000165
DK,201903,179674.1800000003
DK,201904,192962.48000000065
DK,201905,196895.55999999997
DK,201906,174363.99999999977
DK,201907,203607.39000000016
DK,201908,232165.6400000005
DK,201909,243608.52000000043
DK,201910,247719.47000000038
DK,201911,308507.4600000003
DK,201912,230214.93000000078
DK,201913,292844.8599999998
DK,201914,263635.38000000094
DK,201915,250107.44000000053
DK,201916,265017.96999999916
DK,201917,273756.5499999999
DK,201918,261777.01000000114
DK,201919,263397.2000000002
DK,201920,390167.6300000034
DK,201921,464648.7500000041
DK,201922,457770.190000005
DK,201923,397384.5100000042
DK,201924,358723.5600000006
DK,201925,424397.2900000014
DK,201926,429448.14000000013
DK,201927,344025.7700000012
DK,201928,277948.5800000024
DK,201929,251918.91000000134
DK,201930,235303.76999999993
DK,201931,261098.0800000012
DK,201932,276015.30000000034
DK,201933,259954.58000000005
DK,201934,278953.6799999995
DK,201935,275999.4600000002
DK,201936,257368.2799999999
DK,201937,256558.46000000014
DK,201938,216794.24999999985
DK,201939,218532.46999999986
DK,201940,188020.67999999964
DK,201941,183020.24999999945
DK,201942,221356.7899999998
DK,201943,537402.7900000027
DK,201944,338304.12999999867
DK,201945,340567.14999999973
DK,201946,387824.89000000205
DK,201947,231274.77000000063
DK,201948,305177.0600000036
DK,201949,225191.70999999947
DK,201950,267780.5000000016
DK,201951,186875.93999999977
DK,201952,209278.8499999999
DK,202001,203823.31999999937
DK,202002,270159.83000000095
DK,202003,216778.01000000007
DK,202004,224490.90999999992
DK,202005,198780.1999999993
DK,202006,121401.76999999933
DK,202007,18669.890000000032
DK,202015,59026.500000000044
DK,202016,70696.9
DK,202017,99573.62999999976
DK,202018,107414.40999999977
DK,202019,154214.1599999995
DK,202020,110831.34999999923
DK,202021,103942.39999999925
DK,202022,193547.9999999996
DK,202023,200333.6000000002
DK,202024,254955.19999999934
DK,202025,239309.60000000018
DK,202026,205885.59999999986
DK,202027,169874.39999999962
DK,202028,110960.79999999942
DK,202029,104466.39999999956
DK,202030,93856.79999999976
DK,202031,129193.5999999994
DK,202032,117709.59999999954
DK,202033,114488.79999999961
DK,202034,91856.79999999987
DK,202035,126983.99999999958
DK,202036,125784.79999999946
DK,202037,204754.40000000034
DK,202038,84204.79999999994
DK,202039,128983.99999999977
DK,202040,90922.39999999997
DK,202041,75663.20000000006
DK,202042,74631.20000000001
DK,202043,327905.6000000021
DK,202044,183607.99999999904
DK,202045,135611.99999999924
DK,202046,163931.99999999927
DK,202047,91531.99999999952
DK,202112,39319.19999999998
DK,202113,70026.39999999997
DK,202114,74990.3999999998
DK,202115,59917.59999999992
DK,202116,48693.60000000008
DK,202117,34555.20000000004
DK,202118,46794.39999999992
DK,202119,47144.80000000006
DK,202120,66516.79999999978
DK,202121,108350.39999999953
DK,202122,117263.19999999944
DK,202123,93740.79999999962
DK,202124,58260.799999999945
DK,202125,26527.200000000037
DK,202126,75042.39999999992
DK,202127,71545.59999999989
DK,202128,60378.39999999998
DK,202129,46453.6
DK,202130,51176.000000000015
DK,202131,51719.999999999985
DK,202132,44504.00000000005
DK,202133,50369.60000000004
DK,202134,42251.20000000004
DK,202135,50169.60000000003
DK,202136,67470.39999999985
DK,202137,61920.79999999991
DK,202138,75427.99999999983
DK,202139,67457.60000000003
DK,202140,72003.1999999999
DK,202141,69158.39999999988
DK,202142,68324.79999999994
DK,202143,158372.79999999946
DK,202144,106457.59999999983
DK,202145,89857.5999999998
DK,202146,116924.79999999962
DK,202147,104464.79999999968
DK,202148,73118.39999999978
DK,202149,70202.39999999969
DK,202150,51085.59999999999
DK,202151,63096.000000000015
DK,202152,41388.00000000007
DK,202201,81236.79999999992
DK,202202,73893.59999999992
DK,202203,70235.19999999992
DK,202204,58635.19999999995
DK,202205,67057.59999999993
DK,202206,62752.7999999999
DK,202207,50262.40000000008
DK,202208,46913.60000000004
DK,202209,78012.79999999992
DK,202210,102689.59999999966
DK,202211,111337.5999999996
DK,202212,44988.80000000006
DK,202213,73575.99999999991
DK,202214,92676.79999999987
DK,202215,79007.99999999997
DK,202216,66775.99999999996
DK,202217,86627.19999999984
DK,202218,91181.5999999997
DK,202219,54274.40000000004
DK,202220,83439.1999999998
DK,202221,78431.19999999975
DK,202222,91007.19999999987
DK,202223,13948.000000000005
DK,202224,67696.79999999989
DK,202225,89591.9999999997
DK,202226,102369.59999999964
DK,202227,102809.59999999953
DK,202228,69799.99999999974
DK,202229,84811.99999999981
DK,202230,74350.39999999995
DK,202231,76343.99999999991
DK,202232,70790.39999999985
DK,202233,65765.5999999998
DK,202234,81747.99999999985
DK,202235,72830.39999999989
DK,202236,90716.79999999976
DK,202237,65742.3999999999
DK,202238,79827.99999999993
DK,202239,49211.20000000006
DK,202240,67043.19999999987
DK,202241,52068.800000000025
DK,202242,39444.00000000006
DK,202243,15799.200000000006
DO,201749,740566.8599999984
DO,201750,855000.5099999984
DO,201751,893493.9799999975
DO,201752,817132.3
DO,201753,1164973.119999995
DO,201801,926618.9899999994
DO,201802,2530774.8499999857
DO,201803,674725.2599999999
DO,201804,665001.649999999
DO,201805,600301.1100000015
DO,201806,744356.1299999999
DO,201807,798830.8699999993
DO,201808,677591.1699999991
DO,201809,645278.3600000015
DO,201810,588074.170000002
DO,201811,763604.8800000015
DO,201812,798516.9399999984
DO,201813,718843.0200000005
DO,201814,710485.2800000021
DO,201815,1017598.0199999906
DO,201816,2813294.1299999817
DO,201817,1234422.4599999976
DO,201818,484546.32000000036
DO,201819,466499.2599999983
DO,201820,628443.8099999988
DO,201821,755816.4600000061
DO,201822,1041052.949999992
DO,201823,955265.9099999949
DO,201824,980735.0199999969
DO,201825,984204.3299999959
DO,201826,885377.4599999972
DO,201827,872513.5599999994
DO,201828,1005756.0099999981
DO,201829,968212.7099999967
DO,201830,1034842.7399999993
DO,201831,1096511.169999997
DO,201832,821288.8199999983
DO,201833,795380.009999998
DO,201834,924376.2700000003
DO,201835,922881.2999999996
DO,201836,811577.9999999999
DO,201837,896344.9300000003
DO,201838,843121.3299999997
DO,201839,1024977.4299999968
DO,201840,938489.8399999997
DO,201841,871832.15
DO,201842,3215358.3899999773
DO,201843,1427849.2500000005
DO,201844,1343699.5099999947
DO,201845,1812129.7100000014
DO,201846,2382226.830000002
DO,201847,1310142.0699999947
DO,201848,836594.6899999997
DO,201849,897263.7999999973
DO,201850,989846.6399999968
DO,201851,857347.9000000003
DO,201852,859452.6299999994
DO,201901,822666.8499999993
DO,201902,2860716.0800000043
DO,201903,868301.5599999991
DO,201904,832348.7300000002
DO,201905,750020.74
DO,201906,811422.299999999
DO,201907,754697.0100000002
DO,201908,784035.8699999998
DO,201909,691639.040000001
DO,201910,751579.5
DO,201911,903239.1999999998
DO,201912,837844.8200000002
DO,201913,996520.7199999986
DO,201914,870981.3999999998
DO,201915,993989.3499999989
DO,201916,3076807.5900000045
DO,201917,1431607.4900000002
DO,201918,772329.2999999991
DO,201919,752334.9999999999
DO,201920,1041812.8299999989
DO,201921,1187226.8199999987
DO,201922,890346.279999999
DO,201923,857059.4200000003
DO,201924,845423.3500000006
DO,201925,845278.3300000012
DO,201926,895372.0800000003
DO,201927,807982.8800000001
DO,201928,948866.6399999982
DO,201929,1007464.0599999966
DO,201930,1066910.649999997
DO,201931,960329.429999999
DO,201932,809665.3099999991
DO,201933,888031.169999997
DO,201934,787368.5099999983
DO,201935,763751.2599999985
DO,201936,734476.9199999985
DO,201937,971510.6399999986
DO,201938,697799.1700000006
DO,201939,908758.1499999982
DO,201940,799083.49
DO,201941,1008793.8299999975
DO,201942,1054748.9299999985
DO,201943,3567163.540000001
DO,201944,1764149.2799999984
DO,201945,1870159.2399999984
DO,201946,2407267.480000006
DO,201947,2010641.0900000026
DO,201948,1087891.3899999976
DO,201949,1033883.1199999964
DO,201950,1046480.5899999985
DO,201951,959297.6599999978
DO,201952,1011312.529999997
DO,202001,940898.7599999984
DO,202002,3029762.310000007
DO,202003,702993.1299999993
DO,202004,779480.6299999985
DO,202005,657695.4499999991
DO,202006,635409.1299999994
DO,202007,227483.81000000006
DO,202008,1999.4099999999999
DO,202009,1606.0
DO,202010,11.25
DO,202011,11.25
DO,202012,11.25
DO,202013,1427.44
DO,202014,31.5
DO,202015,8199.63
DO,202016,7190.79
DO,202017,1248071.8499999994
DO,202018,649846.4099999995
DO,202019,517623.1799999996
DO,202020,484111.1199999992
DO,202021,546789.4499999979
DO,202022,783780.6599999942
DO,202023,573395.1899999977
DO,202024,700590.0299999972
DO,202025,585353.969999997
DO,202026,552533.9799999984
DO,202027,667492.3699999962
DO,202028,739631.9099999955
DO,202029,751965.0499999966
DO,202030,880466.4399999976
DO,202031,644340.8099999969
DO,202032,682932.6599999978
DO,202033,603456.4299999994
DO,202034,659963.6000000003
DO,202035,849437.6299999986
DO,202036,2650259.8999999957
DO,202037,2660947.379999996
DO,202038,2879153.510000001
DO,202039,3407240.289999995
DO,202040,3064652.619999995
DO,202041,4352591.1400000155
DO,202042,4162837.1300000018
DO,202043,8263053.009999986
DO,202044,5700567.970000017
DO,202045,6169629.49000003
DO,202046,8773844.179999981
DO,202047,8388057.1100000115
DO,202048,3634390.320000014
DO,202049,2243898.360000005
DO,202050,2689684.6799999974
DO,202051,3128348.5000000116
DO,202052,3815557.4800000032
DO,202101,3255972.2500000037
DO,202102,6761778.290000015
DO,202103,4157958.610000012
DO,202104,2543028.23999999
DO,202105,3225247.4799999963
DO,202106,3300268.1600000034
DO,202107,3046274.7500000065
DO,202108,3776269.8199999924
DO,202109,2698145.3999999897
DO,202110,2915388.8500000103
DO,202111,3886923.679999998
DO,202112,3790132.8800000167
DO,202113,3368453.089999997
DO,202114,3496019.1400000015
DO,202115,3891315.0900000073
DO,202116,4047445.07000002
DO,202117,12411328.750000147
DO,202118,4513704.270000013
DO,202119,2528916.999999991
DO,202120,3281147.3900000225
DO,202121,3998516.4900000133
DO,202122,4389113.320000027
DO,202123,4008625.1500000176
DO,202124,4532412.680000042
DO,202125,5108016.750000015
DO,202126,3581569.1400000034
DO,202127,3484807.870000006
DO,202128,4350768.51000001
DO,202129,3744268.9700000165
DO,202130,7383194.520000013
DO,202131,6472594.210000008
DO,202132,3081693.870000001
DO,202133,3411467.559999996
DO,202134,3253414.5300000063
DO,202135,3644249.5499999938
DO,202136,3467956.119999989
DO,202137,3652899.3500000066
DO,202138,3685517.400000014
DO,202139,6041361.890000016
DO,202140,4736264.620000002
DO,202141,4947419.030000006
DO,202142,4604492.860000014
DO,202143,10157078.380000029
DO,202144,8036251.219999997
DO,202145,8114218.029999996
DO,202146,11499828.58999991
DO,202147,11272554.570000052
DO,202148,5795478.299999935
DO,202149,4145117.1000000085
DO,202150,4343251.370000003
DO,202151,4378206.31000001
DO,202152,5013976.2400000235
DO,202201,6498625.760000009
DO,202202,6526073.370000038
DO,202203,7273181.920000028
DO,202204,3453379.440000006
DO,202205,3754443.8800000004
DO,202206,3566766.0300000072
DO,202207,3566425.5900000073
DO,202208,3585356.7599999923
DO,202209,4394626.800000012
DO,202210,3757337.0400000094
DO,202211,4111752.0900000287
DO,202212,3638932.2900000005
DO,202213,4463234.9200000195
DO,202214,4146592.2700000145
DO,202215,4143127.680000005
DO,202216,4663514.040000008
DO,202217,13834606.490000078
DO,202218,5903426.919999998
DO,202219,3452976.9900000063
DO,202220,3690694.4399999976
DO,202221,5307894.640000029
DO,202222,5489215.860000014
DO,202223,4951872.840000022
DO,202224,5452963.160000027
DO,202225,4285065.460000018
DO,202226,4762375.900000009
DO,202227,3437325.0400000014
DO,202228,4645403.960000045
DO,202229,4850341.970000027
DO,202230,4112445.700000019
DO,202231,10180281.030000014
DO,202232,6599144.620000021
DO,202233,3677939.180000003
DO,202234,3715870.679999999
DO,202235,4542713.189999999
DO,202236,4398394.700000018
DO,202237,3950718.900000013
DO,202238,3893559.570000038
DO,202239,5355488.859999994
DO,202240,6682616.7500000475
DO,202241,6577694.620000027
DO,202242,7110736.660000003
DO,202243,11283762.40999999
DO,202244,8935610.669999985
DO,202245,9438862.900000032
DO,202246,13941906.850000115
DO,202247,14345420.230000012
DO,202248,6119832.4400000265
DO,202249,5170672.130000031
DO,202250,5414490.720000023
DO,202251,4591953.210000008
DO,202252,5232474.600000028
DO,202301,4799111.190000025
DO,202302,5419856.600000035
DO,202303,9246518.3700001
DO,202304,989845.6699999962
DO,202305,905651.0399999977
DO,202306,996821.1799999959
DO,202307,1084339.929999999
DO,202308,959836.0899999978
DO,202309,930114.4099999996
DO,202310,935154.1799999985
DO,202311,1906838.1799999974
DO,202312,1348371.7299999956
DO,202313,1081219.1499999987
DO,202314,980930.7799999993
DO,202315,1150728.9599999965
DO,202316,1351228.5699999966
DO,202317,4065293.0099999914
DO,202318,2118072.859999998
DO,202319,1012456.0299999979
DO,202320,1079434.2899999954
DO,202321,2064941.5799999982
DO,202322,1698914.8599999954
DO,202323,1387492.3899999964
DO,202324,1643201.8899999952
DO,202325,1336200.9599999967
DO,202326,1239365.2099999944
DO,202327,1130620.9699999953
DO,202328,1237024.1199999957
DO,202329,1376252.2799999942
DO,202330,902712.2799999983
DO,202331,1506171.7999999966
DO,202332,1499664.349999998
DO,202333,1032187.2999999978
DO,202334,1231968.3499999961
DO,202335,1325503.9699999979
DO,202336,1138800.5999999947
