"PTNR_REGIONAL_MASTER_CD","YEARWEEK","TOTAL_SALES"
50000024,202029,12356.54999999998
50000024,202030,12356.549999999985
50000024,202031,9065.700000000015
50000024,202032,9065.700000000013
50000024,202033,9065.700000000013
50000024,202034,9065.700000000013
50000024,202035,9065.700000000013
50000024,202036,13815.019999999968
50000024,202037,13815.019999999968
50000024,202038,13815.019999999968
50000024,202039,13815.019999999966
50000024,202040,19577.850000000006
50000024,202041,19577.85
50000024,202042,19577.850000000006
50000024,202043,19577.85000000002
50000024,202044,22315.509999999995
50000024,202045,22315.509999999904
50000024,202046,22315.51000000004
50000024,202047,22315.50999999994
50000024,202048,22315.509999999947
50000024,202049,22613.360000000008
50000024,202050,23623.389999999992
50000024,202051,23213.350000000002
50000024,202052,22963.040000000005
50000024,202101,18937.01
50000024,202102,22813.01
50000024,202103,18011.010000000002
50000024,202104,23141.01
50000024,202105,20185.01
50000024,202106,20362.01
50000024,202107,24966.01
50000024,202108,29431.01
50000024,202109,35557.01
50000024,202110,34885.01
50000024,202111,36822.009999999995
50000024,202112,31582.01
50000024,202113,39803.01
50000024,202114,44112.01
50000024,202115,48199.01
50000024,202116,48539.01
50000024,202117,54894.01
50000024,202118,55163.01
50000024,202119,58422.01
50000024,202120,60111.01
50000024,202121,57933.01
50000024,202122,85501.0
50000024,202123,108979.0
50000024,202124,95331.0
50000024,202125,91115.0
50000024,202126,76955.0
50000024,202127,58110.0
50000024,202128,60237.0
50000024,202129,59365.0
50000024,202130,67770.0
50000024,202131,68952.0
50000024,202132,60519.0
50000024,202133,64781.0
50000024,202134,66100.0
50000024,202135,61059.0
50000024,202136,59946.0
50000024,202137,64485.0
50000024,202138,65080.0
50000024,202139,66218.0
50000024,202140,80199.0
50000024,202141,72533.0
50000024,202142,82354.0
50000024,202143,90009.0
50000024,202144,103602.0
50000024,202145,102773.0
50000024,202146,97495.0
50000024,202147,108013.0
50000024,202148,99289.0
50000024,202149,97848.0
50000024,202150,72070.0
50000024,202151,65820.0
50000024,202152,65155.0
50000024,202201,75473.0
50000024,202202,85156.0
50000024,202203,89121.0
50000024,202204,99433.0
50000024,202205,101422.0
50000024,202206,91546.0
50000024,202207,109151.0
50000024,202208,113015.0
50000024,202209,125788.0
50000024,202210,118612.0
50000024,202211,131620.0
50000024,202212,151954.0
50000024,202213,133632.0
50000024,202214,141561.0
50000024,202215,137006.0
50000024,202216,135514.0
50000024,202217,156658.0
50000024,202218,127699.0
50000024,202219,135425.0
50000024,202220,132866.0
50000024,202221,138183.0
50000024,202222,142686.0
50000024,202223,138621.0
50000024,202224,135989.0
50000024,202225,155061.0
50000024,202226,164766.0
50000024,202227,142302.0
50000024,202228,141878.0
50000024,202229,156624.0
50000024,202230,157208.0
50000024,202231,152831.0
50000024,202232,139363.0
50000024,202233,154146.0
50000024,202234,156179.0
50000024,202235,148719.0
50000024,202236,143220.0
50000024,202237,144592.0
50000024,202238,145146.0999999999
50000024,202239,132300.9599999999
50000024,202240,136475.4999999999
50000024,202241,122369.5399999998
50000024,202242,116610.60999999977
50000024,202243,120799.61999999992
50000024,202244,121924.46999999986
50000024,202245,123237.45999999988
50000024,202246,104787.70000000004
50000024,202247,114307.41999999993
50000024,202248,125287.98000000001
50000024,202249,140892.5999999999
50000024,202250,93533.34999999987
50000024,202251,95859.99999999993
50000024,202252,93092.15999999993
50000024,202301,88105.0
50000024,202302,91454.55999999981
50000024,202303,94728.24999999984
50000024,202304,115861.31999999975
50000024,202305,106814.4599999998
50000024,202306,111108.61999999972
50000024,202307,111754.8699999998
50000024,202308,112597.14999999963
50000024,202309,94862.59999999995
50000024,202310,104369.5299999998
50000024,202311,122202.11999999988
50000024,202312,109481.48999999971
50000024,202313,124875.77999999991
50000024,202314,120556.11999999959
50000024,202315,120914.0
50000024,202316,117914.69999999972
50000024,202317,128957.89999999976
50000024,202318,112814.31999999982
50000024,202319,121360.10999999981
50000024,202320,114656.30999999987
50000024,202321,104255.40999999977
50000024,202322,122405.86999999972
50000024,202323,119868.60999999993
50000024,202324,133708.80999999968
50000024,202325,123263.19999999988
50000024,202326,129323.10999999967
50000024,202327,128613.27999999964
50000024,202328,118935.72999999959
50000024,202329,133434.25999999972
50000024,202330,137238.1499999999
50000024,202331,135903.0
50000024,202332,118152.0
50000024,202333,113809.0
50000024,202334,132883.0
50000024,202335,138710.0
50000024,202336,129821.0
50000024,202337,112727.0
50000024,202338,109568.0
50000024,202339,115981.0
50000024,202340,113652.0
50000024,202341,98816.0
50000024,202342,85144.0
50000024,202343,101417.0
50000024,202344,104226.0
50000024,202345,102393.0
50000024,202346,110656.0
50000024,202347,107538.0
50000024,202348,120227.0
50000024,202349,132566.0
50000024,202350,93254.0
50000024,202351,99144.0
50000024,202352,93590.0
50000024,202353,94102.0
50000024,202401,96771.0
50000024,202402,99674.0
50000024,202403,103676.0
50000024,202404,96285.0
50000024,202405,88607.0
50000024,202406,91864.0
50000024,202407,85727.90999999996
50000024,202408,96388.32999999991
50000024,202409,106573.84999999976
50000027,201749,497413.3000000006
50000027,201750,605206.0700000008
50000027,201751,572884.5400000005
50000027,201752,557640.1900000002
50000027,201753,524159.85000000085
50000027,201801,546589.4599999997
50000027,201802,607859.4199999998
50000027,201803,584434.5700000005
50000027,201804,567146.2600000002
50000027,201805,548042.9100000001
50000027,201806,570510.4600000002
50000027,201807,580517.6199999994
50000027,201808,838760.539999998
50000027,201809,584362.9800000002
50000027,201810,555758.6800000004
50000027,201811,657242.8100000022
50000027,201812,638379.2000000027
50000027,201813,667649.8400000018
50000027,201814,649329.9700000015
50000027,201815,588386.8200000036
50000027,201816,640828.5600000025
50000027,201817,562056.0100000027
50000027,201818,534378.3600000013
50000027,201819,522510.7300000033
50000027,201820,518475.38000000245
50000027,201821,498646.6000000036
50000027,201822,493802.1000000046
50000027,201823,582237.6599999989
50000027,201824,634315.0499999991
50000027,201825,720424.1099999947
50000027,201826,611753.2799999969
50000027,201827,550290.3000000073
50000027,201828,544047.8800000027
50000027,201829,539870.3100000038
50000027,201830,567591.9700000014
50000027,201831,555550.3700000006
50000027,201832,524254.50999999954
50000027,201833,549483.8699999994
50000027,201834,528018.4399999998
50000027,201835,505907.6699999979
50000027,201836,590373.5299999968
50000027,201837,725884.7099999976
50000027,201838,434689.1999999961
50000027,201839,416597.10000000143
50000027,201840,543503.2000000034
50000027,201841,586520.2100000014
50000027,201842,690072.1699999986
50000027,201843,547117.6200000013
50000027,201844,518339.6900000013
50000027,201845,522715.38999999774
50000027,201846,557026.1200000034
50000027,201847,486711.5599999998
50000027,201848,569120.0199999999
50000027,201849,644810.0900000016
50000027,201850,671011.259999999
50000027,201851,611236.9599999984
50000027,201852,497329.9100000011
50000027,201901,465214.32000000105
50000027,201902,474698.3099999979
50000027,201903,426895.5499999993
50000027,201904,473327.76000000275
50000027,201905,514913.3200000038
50000027,201906,511683.3600000043
50000027,201907,482687.39000000217
50000027,201908,439935.11000000115
50000027,201909,414644.9500000027
50000027,201910,438767.6300000019
50000027,201911,472869.44000000204
50000027,201912,474400.280000004
50000027,201913,483309.9400000032
50000027,201914,462861.250000002
50000027,201915,418227.86999999854
50000027,201916,380177.69000000093
50000027,201917,429576.8699999991
50000027,201918,339254.7499999998
50000027,201919,348920.15000000084
50000027,201920,375123.8700000007
50000027,201921,414741.66000000254
50000027,201922,382323.23000000033
50000027,201923,377071.6699999989
50000027,201924,402029.07000000024
50000027,201925,455182.1999999994
50000027,201926,461875.5900000017
50000027,201927,442778.4399999997
50000027,201928,366985.9599999997
50000027,201929,368644.7300000002
50000027,201930,367927.080000001
50000027,201931,373690.4700000001
50000027,201932,440881.5499999996
50000027,201933,476651.98999999784
50000027,201934,498320.79999999853
50000027,201935,453867.23999999947
50000027,201936,466287.2300000007
50000027,201937,484424.17000000144
50000027,201938,509397.62000000075
50000027,201939,419528.43000000017
50000027,201940,453338.79000000015
50000027,201941,442818.5800000004
50000027,201942,486290.26000000036
50000027,201943,454500.03999999986
50000027,201944,401735.32999999897
50000027,201945,406543.610000002
50000027,201946,425422.6700000013
50000027,201947,387349.7099999997
50000027,201948,442051.4799999995
50000027,201949,444154.9499999995
50000027,201950,393464.2600000003
50000027,201951,410929.95999999956
50000027,201952,444043.0299999997
50000027,202001,377914.5599999994
50000027,202002,384658.8300000004
50000027,202003,377352.9700000001
50000027,202004,390122.2200000004
50000027,202005,294432.92000000004
50000027,202006,155471.3800000014
50000027,202007,237226.57000000053
50000027,202008,98438.53999999994
50000027,202009,102729.6499999999
50000027,202010,5581.0499999999965
50000027,202011,4980.829999999999
50000027,202012,4788.829999999997
50000027,202013,4808.829999999996
50000027,202014,4332.119999999999
50000027,202015,4008.519999999999
50000027,202016,4203.519999999999
50000027,202017,3941.5199999999986
50000027,202018,4737.270000000001
50000027,202019,4737.2699999999995
50000027,202020,8375.47
50000027,202021,14228.130000000014
50000027,202022,14892.350000000008
50000027,202023,28393.139999999996
50000027,202024,23226.24000000004
50000027,202025,43469.91000000009
50000027,202026,26252.949999999975
50000027,202027,36426.78999999993
50000027,202028,34401.68999999995
50000027,202029,36527.379999999925
50000027,202030,33264.99999999988
50000027,202031,42165.78999999986
50000027,202032,38876.480000000054
50000027,202033,42560.270000000186
50000027,202034,45274.09000000009
50000027,202035,38684.27000000003
50000027,202036,48650.379999999954
50000027,202037,48473.31999999991
50000027,202038,53207.12999999995
50000027,202039,52149.039999999884
50000027,202040,77358.15999999995
50000027,202041,80437.37999999983
50000027,202042,85455.23999999992
50000027,202043,79084.57999999978
50000027,202044,125277.95999999998
50000027,202045,119738.78999999957
50000027,202046,125261.17999999975
50000027,202047,134752.6599999993
50000027,202048,125368.70999999945
50000027,202049,135902.21000000046
50000027,202050,166548.30000000086
50000027,202051,131432.68000000055
50000027,202052,133623.5400000005
50000027,202101,113205.60000000036
50000027,202102,113205.60000000006
50000027,202103,113205.60000000027
50000027,202104,113205.60000000015
50000027,202105,72118.59999999999
50000027,202106,72118.60000000017
50000027,202107,72118.60000000022
50000027,202108,72118.60000000012
50000027,202109,72118.59999999993
50000027,202110,75425.14999999985
50000027,202111,75371.62999999977
50000027,202112,73862.9799999997
50000027,202113,75176.12999999979
50000027,202114,100748.74000000005
50000027,202115,100747.5400000001
50000027,202116,101049.44000000006
50000027,202117,101172.09000000013
50000027,202118,79066.21999999996
50000027,202119,81146.53999999996
50000027,202120,76615.61999999997
50000027,202121,83138.02000000003
50000027,202122,101056.0999999999
50000027,202123,99249.12000000018
50000027,202124,98357.99000000009
50000027,202125,98455.39000000017
50000027,202126,98644.7400000001
50000027,202127,137759.28000000046
50000027,202128,113705.7000000004
50000027,202129,113272.65000000034
50000027,202130,136515.2300000005
50000027,202131,130228.62000000021
50000027,202132,130228.62000000117
50000027,202133,131989.02000000095
50000027,202134,131989.02000000176
50000027,202135,131989.02000000194
50000027,202136,206002.22000000096
50000027,202137,206002.2200000006
50000027,202138,206002.22000000125
50000027,202139,206002.220000001
50000027,202140,152787.07999999766
50000027,202141,246396.52999999575
50000027,202142,276300.89999999735
50000027,202143,283619.4100000015
50000027,202144,274154.30000000214
50000027,202145,239849.06000000282
50000027,202146,263318.44000000216
50000027,202147,240688.12999999817
50000027,202148,185503.61999999784
50000027,202149,195683.19999999893
50000027,202150,195178.3899999992
50000027,202151,181884.4599999989
50000027,202152,203321.76999999897
50000027,202201,219060.96000000066
50000027,202202,206755.48000000112
50000027,202203,212863.6299999996
50000027,202204,219086.7600000004
50000027,202205,236583.64999999726
50000027,202206,233519.54999999717
50000027,202207,227216.54999999778
50000027,202208,281500.6599999969
50000027,202209,268474.45999999944
50000027,202210,271453.6799999993
50000027,202211,286292.8299999999
50000027,202212,294272.0900000007
50000027,202213,288886.75999999937
50000027,202214,300475.54000000027
50000027,202215,282763.3599999999
50000027,202216,290700.7499999987
50000027,202217,362579.3799999979
50000027,202218,366057.51999999845
50000027,202219,387041.4699999978
50000027,202220,399420.29999999783
50000027,202221,406980.5699999971
50000027,202222,376622.32999999874
50000027,202223,358772.7399999992
50000027,202224,395174.4699999991
50000027,202225,436505.4599999945
50000027,202226,477616.07999999664
50000027,202227,357801.47000000306
50000027,202228,396963.2300000035
50000027,202229,419958.1900000013
50000027,202230,435659.8500000026
50000027,202231,446481.9700000022
50000027,202232,454341.23000000056
50000027,202233,498623.3300000016
50000027,202234,527117.280000002
50000027,202235,534750.7500000013
50000027,202236,494042.35000000126
50000027,202237,516607.0599999971
50000027,202238,482765.07000000007
50000027,202239,467969.06000000046
50000027,202240,450697.44999999873
50000027,202241,428748.679999999
50000027,202242,456178.219999998
50000027,202243,501895.73999999865
50000027,202244,510215.5900000056
50000027,202245,436944.7500000014
50000027,202246,482359.040000006
50000027,202247,516724.9700000025
50000027,202248,418082.7300000029
50000027,202249,585315.6300000014
50000027,202250,551659.8500000015
50000027,202251,527621.6400000007
50000027,202252,565216.3999999999
50000027,202301,597100.149999989
50000027,202302,548819.3699999864
50000027,202303,563706.7499999831
50000027,202304,621927.3999999847
50000027,202305,622815.3800000134
50000027,202306,542297.2200000084
50000027,202307,562739.2400000051
50000027,202308,549270.6800000017
50000027,202309,604070.5400000169
50000027,202310,608114.7400000228
50000027,202311,604728.4900000201
50000027,202312,597413.0300000143
50000027,202313,606795.129999995
50000027,202314,594717.3399999798
50000027,202315,580141.6999999867
50000027,202316,542684.7799999851
50000027,202317,612876.8600000092
50000027,202318,551486.040000016
50000027,202319,560806.9800000177
50000027,202320,586248.4800000226
50000027,202321,577521.5500000117
50000027,202322,589706.8399999988
50000027,202323,593752.6699999945
50000027,202324,644845.14999999
50000027,202325,683435.8500000035
50000027,202326,710521.409999999
50000027,202327,714712.6999999898
50000027,202328,688228.7300000011
50000027,202329,636501.230000004
50000027,202330,683064.3799999888
50000027,202331,685958.9000000191
50000027,202332,689963.8500000219
50000027,202333,710492.2000000167
50000027,202334,738885.8400000174
50000027,202335,739152.350000008
50000027,202336,759248.230000008
50000027,202337,790851.5900000163
50000027,202338,785651.2999999854
50000027,202339,849427.270000021
50000027,202340,801383.389999971
50000027,202341,742235.4699999723
50000027,202342,760533.0799999802
50000027,202343,719012.2400000008
50000027,202344,686540.6299999922
50000027,202345,763776.7199999889
50000027,202346,572316.7500000013
50000027,202347,600597.8399999989
50000027,202348,633500.7100000004
50000027,202349,596805.6600000198
50000027,202350,896964.8300000095
50000027,202351,684100.8799999891
50000027,202352,705945.5199999899
50000027,202353,742388.2599999891
50000027,202401,675131.8599999894
50000027,202402,785555.0699999891
50000027,202403,707807.61999999
50000027,202404,668000.0299999915
50000027,202405,645640.020000002
50000027,202406,699100.7099999978
50000027,202407,711803.8400000011
50000027,202408,755882.789999998
50000027,202409,703606.2799999937
50000029,201749,14882.079999999984
50000029,201750,17096.919999999904
50000029,201751,20477.160000000124
50000029,201752,18444.41000000013
50000029,201753,20352.879999999994
50000029,201801,18830.159999999974
50000029,201802,22243.790000000026
50000029,201803,19650.919999999962
50000029,201804,19784.700000000015
50000029,201805,23002.000000000033
50000029,201806,18485.949999999964
50000029,201807,19739.369999999966
50000029,201808,19628.450000000015
50000029,201809,19619.37000000004
50000029,201810,21186.839999999993
50000029,201811,20813.019999999986
50000029,201812,21148.85000000006
50000029,201813,20413.010000000068
50000029,201814,19284.55
50000029,201815,18527.029999999948
50000029,201816,22524.519999999968
50000029,201817,21947.780000000108
50000029,201818,27604.99999999996
50000029,201819,29329.480000000018
50000029,201820,27624.55000000001
50000029,201821,30879.979999999985
50000029,201822,30328.010000000068
50000029,201823,27189.210000000072
50000029,201824,25315.290000000114
50000029,201825,22585.430000000077
50000029,201826,24024.07000000004
50000029,201827,20587.889999999996
50000029,201828,19392.630000000005
50000029,201829,21142.809999999987
50000029,201830,17760.05999999994
50000029,201831,19990.220000000005
50000029,201832,19187.13999999993
50000029,201833,17429.670000000006
50000029,201834,21260.230000000018
50000029,201835,23735.959999999974
50000029,201836,22300.959999999985
50000029,201837,22547.44
50000029,201838,23071.16999999999
50000029,201839,23381.850000000075
50000029,201840,22051.960000000003
50000029,201841,14688.470000000001
50000029,201842,38856.20000000007
50000029,201843,20861.390000000014
50000029,201844,21820.170000000024
50000029,201845,21453.530000000035
50000029,201846,25924.250000000015
50000029,201847,14616.2
50000029,201848,19816.570000000025
50000029,201849,17897.820000000083
50000029,201850,15928.560000000003
50000029,201851,19202.150000000027
50000029,201852,17893.67
50000029,201901,15324.950000000012
50000029,201902,17142.19000000001
50000029,201903,21774.979999999992
50000029,201904,20013.91000000001
50000029,201905,17353.130000000016
50000029,201906,17515.68999999999
50000029,201907,18343.179999999993
50000029,201908,16276.740000000018
50000029,201909,14677.700000000039
50000029,201910,19599.680000000022
50000029,201911,18491.790000000023
50000029,201912,20556.29
50000029,201913,18993.950000000023
50000029,201914,20495.829999999994
50000029,201915,16194.369999999997
50000029,201916,17510.990000000038
50000029,201917,20825.28
50000029,201918,27588.510000000013
50000029,201919,24192.300000000054
50000029,201920,26847.39999999999
50000029,201921,22838.540000000015
50000029,201922,19699.050000000007
50000029,201923,23280.220000000034
50000029,201924,25082.59000000006
50000029,201925,24249.609999999997
50000029,201926,23827.239999999998
50000029,201927,23951.290000000023
50000029,201928,23966.42000000001
50000029,201929,19135.35999999999
50000029,201930,17753.64999999999
50000029,201931,18048.52999999999
50000029,201932,18030.539999999968
50000029,201933,18582.749999999996
50000029,201934,16708.839999999946
50000029,201935,18186.609999999975
50000029,201936,17308.469999999998
50000029,201937,19112.419999999995
50000029,201938,20572.91
50000029,201939,20593.569999999996
50000029,201940,16086.370000000063
50000029,201941,17259.779999999984
50000029,201942,16335.51000000005
50000029,201943,17177.23
50000029,201944,17034.28000000004
50000029,201945,16261.350000000026
50000029,201946,22659.52999999993
50000029,201947,16752.20999999997
50000029,201948,18699.970000000023
50000029,201949,17794.480000000014
50000029,201950,13583.37999999999
50000029,201951,15214.850000000013
50000029,201952,14356.31999999999
50000029,202001,15593.139999999963
50000029,202002,13913.370000000012
50000029,202003,18499.249999999978
50000029,202004,15277.90000000005
50000029,202005,16583.660000000054
50000029,202006,13431.670000000058
50000029,202007,6492.640000000014
50000029,202008,980.1199999999995
50000029,202009,630.7099999999999
50000029,202010,231.82
50000029,202011,172.15999999999997
50000029,202012,60.06
50000029,202013,142.96
50000029,202014,151.83
50000029,202015,607.3899999999999
50000029,202016,272.27000000000004
50000029,202017,519.14
50000029,202018,469.26
50000029,202019,283.47
50000029,202020,2868.500000000002
50000029,202021,4145.4400000000005
50000029,202022,5255.230000000012
50000029,202023,8060.170000000032
50000029,202024,9404.230000000041
50000029,202025,9008.140000000016
50000029,202026,7999.340000000004
50000029,202027,11000.420000000015
50000029,202028,7166.969999999999
50000029,202029,7188.140000000005
50000029,202030,4392.930000000004
50000029,202031,3317.600000000004
50000029,202032,3197.110000000002
50000029,202033,2089.5200000000004
50000029,202034,1768.5700000000008
50000029,202035,1863.5300000000009
50000029,202036,1971.5800000000002
50000029,202037,2064.8400000000006
50000029,202038,1347.6200000000013
50000029,202039,1801.7299999999998
50000029,202040,1544.7000000000005
50000029,202041,1314.8200000000013
50000029,202042,1343.5200000000002
50000029,202043,2237.630000000001
50000029,202044,2608.700000000002
50000029,202045,4290.309999999997
50000029,202046,7586.869999999996
50000029,202047,4416.699999999992
50000029,202048,1934.220000000001
50000029,202049,3346.4599999999973
50000029,202050,1474.8700000000015
50000029,202051,784.3100000000002
50000029,202052,1148.1500000000003
50000029,202101,1822.5900000000015
50000029,202102,494.49999999999994
50000029,202103,1253.3100000000002
50000029,202104,1376.610000000001
50000029,202105,2572.3500000000013
50000029,202106,1456.7400000000014
50000029,202107,2321.1500000000015
50000029,202108,3619.7099999999987
50000029,202109,2544.300000000001
50000029,202110,3244.7400000000007
50000029,202111,1989.2300000000016
50000029,202112,1568.6600000000012
50000029,202113,2951.720000000003
50000029,202114,2563.9000000000005
50000029,202115,2988.7500000000005
50000029,202116,3150.690000000002
50000029,202117,4765.2599999999975
50000029,202118,6549.880000000003
50000029,202119,6589.4200000000055
50000029,202120,10464.509999999978
50000029,202121,11245.649999999963
50000029,202122,14822.129999999996
50000029,202123,15893.489999999965
50000029,202124,19957.659999999974
50000029,202125,24564.399999999907
50000029,202126,25306.31999999989
50000029,202127,22305.659999999905
50000029,202128,20584.479999999912
50000029,202129,20311.91999999992
50000029,202130,17270.859999999975
50000029,202131,13619.289999999985
50000029,202132,10966.47
50000029,202133,13503.000000000002
50000029,202134,15274.269999999986
50000029,202135,16847.349999999984
50000029,202136,13805.230000000001
50000029,202137,17507.700000000023
50000029,202138,18974.41999999998
50000029,202139,18974.419999999973
50000029,202140,19499.420000000002
50000029,202141,19189.429999999975
50000029,202142,17837.679999999997
50000029,202143,17583.899999999983
50000029,202144,17515.249999999996
50000029,202145,15957.699999999988
50000029,202146,17941.239999999958
50000029,202147,18600.949999999986
50000029,202148,13570.029999999993
50000029,202149,17205.580000000013
50000029,202150,11048.359999999973
50000029,202151,10065.619999999979
50000029,202152,8788.799999999994
50000029,202201,10574.169999999986
50000029,202202,12472.459999999995
50000029,202203,15904.480000000016
50000029,202204,13802.529999999999
50000029,202205,16725.190000000028
50000029,202206,15832.54000000004
50000029,202207,15511.480000000032
50000029,202208,14229.940000000057
50000029,202209,15541.500000000042
50000029,202210,21563.980000000018
50000029,202211,27322.969999999983
50000029,202212,22146.600000000057
50000029,202213,20092.800000000043
50000029,202214,23213.49000000002
50000029,202215,12689.779999999999
50000029,202216,23377.890000000054
50000029,202217,26733.950000000033
50000029,202218,31926.39
50000029,202219,35949.32
50000029,202220,31525.83000000003
50000029,202221,26321.02000000003
50000029,202222,24492.349999999984
50000029,202223,26087.549999999934
50000029,202224,26505.610000000008
50000029,202225,31450.63000000002
50000029,202226,36072.52
50000029,202227,35252.57000000003
50000029,202228,31639.820000000018
50000029,202229,27927.940000000002
50000029,202230,23601.04000000002
50000029,202231,24394.240000000023
50000029,202232,22870.720000000023
50000029,202233,21754.07000000001
50000029,202234,21539.76
50000029,202235,23836.940000000002
50000029,202236,23562.219999999994
50000029,202237,23397.13000000001
50000029,202238,29313.880000000012
50000029,202239,29940.910000000036
50000029,202240,24879.499999999978
50000029,202241,24597.83000000003
50000029,202242,24557.23000000001
50000029,202243,26013.840000000022
50000029,202244,27635.340000000055
50000029,202245,26068.870000000017
50000029,202246,33998.990000000005
50000029,202247,35687.88000000005
50000029,202248,16055.530000000013
50000029,202249,27706.980000000003
50000029,202250,20622.240000000005
50000029,202251,21148.440000000017
50000029,202252,23719.709999999992
50000029,202301,19865.31999999999
50000029,202302,20531.250000000036
50000029,202303,29707.98
50000029,202304,26692.210000000025
50000029,202305,27733.860000000004
50000029,202306,21504.040000000015
50000029,202307,22550.27000000005
50000029,202308,23349.130000000016
50000029,202309,27235.87000000001
50000029,202310,35375.149999999994
50000029,202311,36012.17999999999
50000029,202312,27879.320000000025
50000029,202313,32876.820000000014
50000029,202314,30064.480000000003
50000029,202315,30774.09000000001
50000029,202316,32148.69000000004
50000029,202317,35869.76000000004
50000029,202318,39046.75000000008
50000029,202319,44882.36000000002
50000029,202320,46356.68000000003
50000029,202321,38957.94000000002
50000029,202322,36528.38000000001
50000029,202323,36752.620000000024
50000029,202324,34745.90000000003
50000029,202325,37048.49999999999
50000029,202326,34943.01000000009
50000029,202327,44083.429999999855
50000029,202328,42894.33999999993
50000029,202329,36227.99999999995
50000029,202330,27283.92999999994
50000029,202331,25457.839999999975
50000029,202332,25610.35999999997
50000029,202333,25916.929999999982
50000029,202334,23610.25999999995
50000029,202335,25520.129999999983
50000029,202336,27848.35999999998
50000029,202337,35828.309999999874
50000029,202338,33526.009999999966
50000029,202339,36296.79999999995
50000029,202340,30236.74999999998
50000029,202341,25122.93999999997
50000029,202342,28644.689999999955
50000029,202343,25205.889999999978
50000029,202344,27989.409999999978
50000029,202345,32338.229999999952
50000029,202346,36334.50999999996
50000029,202347,39087.67000000006
50000029,202348,21700.84999999999
50000029,202349,2455.980000000004
50000029,202350,21304.80999999993
50000029,202351,20338.799999999985
50000029,202352,17262.019999999986
50000029,202353,19265.809999999954
50000029,202401,19595.740000000016
50000029,202402,25326.18000000002
50000029,202403,24028.45000000003
50000029,202404,21377.95999999998
50000029,202405,23697.940000000006
50000029,202406,21532.239999999972
50000029,202407,26236.209999999952
50000029,202408,30608.81000000004
50000029,202409,27097.620000000043
50000031,201749,916376.7400000008
50000031,201750,918168.2399999977
50000031,201751,886265.2800000012
50000031,201752,806067.7799999992
50000031,201753,807298.4
50000031,201801,782642.4700000052
50000031,201802,802551.959999999
50000031,201803,722991.3100000017
50000031,201804,729347.3300000004
50000031,201805,660301.9599999989
50000031,201806,661508.1499999987
50000031,201807,697444.0599999974
50000031,201808,776062.8299999969
50000031,201809,720220.009999998
50000031,201810,908047.5299999996
50000031,201811,919816.9300000011
50000031,201812,927564.7900000024
50000031,201813,909822.7199999978
50000031,201814,855755.6000000003
50000031,201815,787172.460000007
50000031,201816,813334.5099999928
50000031,201817,814027.5999999966
50000031,201818,634307.6999999981
50000031,201819,640883.3299999994
50000031,201820,708241.4000000037
50000031,201821,723079.7199999995
50000031,201822,819295.3200000064
50000031,201823,997008.6200000122
50000031,201824,1136626.260000006
50000031,201825,1069745.7799999886
50000031,201826,897188.2799999969
50000031,201827,864481.2700000061
50000031,201828,872960.1800000031
50000031,201829,875019.7700000036
50000031,201830,874784.9500000061
50000031,201831,756222.6500000069
50000031,201832,742007.7700000067
50000031,201833,768831.7800000088
50000031,201834,749274.2600000057
50000031,201835,781021.5900000028
50000031,201836,934965.9299999726
50000031,201837,957395.320000002
50000031,201838,959826.909999998
50000031,201839,924385.2800000027
50000031,201840,1054401.6900000032
50000031,201841,1083275.4200000097
50000031,201842,1201826.5900000148
50000031,201843,986119.2600000103
50000031,201844,1042645.330000007
50000031,201845,1071317.1500000085
50000031,201846,1258476.2200000025
50000031,201847,1182945.110000004
50000031,201848,1125566.3700000113
50000031,201849,1159870.7199999942
50000031,201850,1271549.9099999855
50000031,201851,1176003.9599999757
50000031,201852,1071584.419999977
50000031,201901,889359.5599999982
50000031,201902,965404.76
50000031,201903,892550.5999999988
50000031,201904,920146.5100000002
50000031,201905,812504.829999995
50000031,201906,664026.8399999988
50000031,201907,675458.0999999945
50000031,201908,666874.1899999981
50000031,201909,670113.8099999985
50000031,201910,882460.1600000041
50000031,201911,951339.9200000027
50000031,201912,915238.3900000044
50000031,201913,889034.1799999982
50000031,201914,969702.9299999987
50000031,201915,881173.3099999975
50000031,201916,898909.9099999985
50000031,201917,883901.0400000038
50000031,201918,660645.2600000007
50000031,201919,737578.4100000006
50000031,201920,801197.359999996
50000031,201921,753118.2799999971
50000031,201922,784355.7600000006
50000031,201923,1011015.7499999997
50000031,201924,1080291.7399999956
50000031,201925,1195581.2999999963
50000031,201926,1172611.9499999974
50000031,201927,956229.0000000007
50000031,201928,952447.4200000145
50000031,201929,943254.9900000013
50000031,201930,1004414.1800000041
50000031,201931,759265.0699999996
50000031,201932,779045.3300000008
50000031,201933,771612.64
50000031,201934,774880.6700000034
50000031,201935,737012.48
50000031,201936,917723.1600000004
50000031,201937,992201.5200000007
50000031,201938,945284.2799999985
50000031,201939,1009958.9299999985
50000031,201940,954058.2900000043
50000031,201941,990023.6699999955
50000031,201942,1060141.7900000014
50000031,201943,1072926.249999995
50000031,201944,903006.6199999998
50000031,201945,972317.9999999987
50000031,201946,1148580.9799999993
50000031,201947,1166828.1299999987
50000031,201948,1057532.1499999964
50000031,201949,1369472.2899999958
50000031,201950,1360504.5699999945
50000031,201951,1286231.4399999944
50000031,201952,1194350.82
50000031,202001,1350587.829999999
50000031,202002,1299603.3800000015
50000031,202003,1241769.3699999996
50000031,202004,1305411.2599999986
50000031,202005,826131.7699999993
