"PTNR_REGIONAL_MASTER_CD","YEARWEEK","SALESLOCALCURRENCY"
50000022,202125,3178941.7499998813
50000022,202126,3160090.459999994
50000022,202127,3652498.909999834
50000022,202128,2535423.3299998264
50000022,202129,2535423.3299999307
50000022,202130,3654108.049999868
50000022,202131,2487461.6700000134
50000022,202132,2487982.000000006
50000022,202133,2487981.9999999898
50000022,202134,2487982.0000000135
50000022,202135,2487981.999999994
50000022,202136,2625682.9399999995
50000022,202137,2629124.719999933
50000022,202138,2629124.7199999327
50000022,202139,2629124.7199999723
50000022,202140,265089.74000000133
50000022,202141,1984762.530000035
50000022,202142,1962765.9200000365
50000022,202143,2122325.2500000657
50000022,202144,1849866.0500000129
50000022,202145,1963213.6900000484
50000022,202146,2582081.7300000535
50000022,202147,2109651.019999997
50000022,202148,2452745.590000007
50000022,202149,2569503.4000000358
50000022,202150,1383677.7399999853
50000022,202151,1457829.6599999908
50000022,202152,1100247.9199999948
50000022,202201,1437051.1599999715
50000022,202202,1537202.0099999334
50000022,202203,1584073.8899999643
50000022,202204,1628641.169999974
50000022,202205,1520560.6400000216
50000022,202206,1752878.9000000237
50000022,202207,1380511.5800000024
50000022,202208,1317626.1900000165
50000022,202209,1207422.9299999638
50000022,202210,1255272.969999983
50000022,202211,1524286.1099999964
50000022,202212,1487447.2899999712
50000022,202213,1810089.2399999788
50000022,202214,2027289.3599999677
50000022,202215,1737030.5399999893
50000022,202216,2546952.1700000037
50000022,202217,2891901.909999999
50000022,202218,2571877.6300000134
50000022,202219,2833942.360000048
50000022,202220,1573330.6799999948
50000022,202221,876678.5099999986
50000022,202222,735299.3199999895
50000022,202223,852256.0200000044
50000022,202224,999034.1100000046
50000022,202225,1114172.5299999923
50000022,202226,1524459.2700000019
50000022,202227,2021047.6899999927
50000022,202228,1744300.2099999879
50000022,202229,2029209.8499999472
50000022,202230,1955408.1399999962
50000022,202231,1666204.2100000056
50000022,202232,1492541.860000001
50000022,202233,1598405.6899999997
50000022,202234,1487744.1599999862
50000022,202235,1480347.269999987
50000022,202236,1470830.7600000075
50000022,202237,1434773.279999968
50000022,202238,1491182.9699999653
50000022,202239,1534498.8599999982
50000022,202240,1559912.5200000042
50000022,202241,1264349.9700000032
50000022,202242,1324120.4100000067
50000022,202243,1280463.8700000108
50000022,202244,1486874.990000006
50000022,202245,1568500.0000000014
50000022,202246,1303262.8299999724
50000022,202247,1329092.6199999894
50000022,202248,1631284.8299999943
50000022,202249,1815697.8799999391
50000022,202250,1320344.0299999833
50000022,202251,1270793.82999996
50000022,202252,1360417.3900000073
50000022,202301,1393334.370000008
50000022,202302,1489170.8800000043
50000022,202303,1689990.01000001
50000022,202304,1839341.6400000171
50000022,202305,1830049.5900000026
50000022,202306,1741735.2899999628
50000022,202307,1529556.7099999876
50000022,202308,1320525.8100000022
50000022,202309,1472887.1
50000022,202310,2171557.559999989
50000022,202311,2180956.9599999893
50000022,202312,2267257.950000007
50000022,202313,2220484.0699999575
50000022,202314,2182000.4099999527
50000022,202315,1946067.0399999681
50000022,202316,2053226.7299999841
50000022,202317,2352835.799999982
50000022,202318,2268062.909999963
50000022,202319,2300296.7900000196
50000022,202320,2135740.6799999457
50000022,202321,2678187.469999998
50000022,202322,2771358.5399999293
50000022,202323,2444462.34999994
50000022,202324,3272211.10999963
50000022,202325,3135434.9299996835
50000022,202326,2830334.8400000855
50000022,202327,3306787.2300000894
50000022,202328,3555888.7700000852
50000022,202329,3466233.909999987
50000022,202330,2606498.210000032
50000022,202331,2831321.7199999755
50000022,202332,2329392.890000097
50000022,202333,1995906.3000001244
50000022,202334,1736531.1600000896
50000022,202335,1671846.0700000161
50000022,202336,1585875.6100000115
50000022,202337,2039363.6099999438
50000022,202338,1937093.189999981
50000022,202339,2305438.8999999817
50000022,202340,1760929.7099999688
50000022,202341,1443032.3299999624
50000022,202342,1310803.5100000056
50000022,202343,1311748.419999994
50000022,202344,1452123.7199999932
50000022,202345,1971549.4199999948
50000022,202346,1972819.449999995
50000022,202347,1835246.2099999764
50000022,202348,2043276.9799999986
50000022,202349,2241004.6300000143
50000022,202350,2047195.61000005
50000022,202351,1755287.8500000185
50000022,202352,1531378.7499999793
50000022,202353,1519845.8800000143
50000022,202401,2135848.1800000747
50000022,202402,1496769.4500000372
50000022,202403,1364899.4100000453
50000022,202404,1343422.4399999816
50000022,202405,1608866.6099999822
50000022,202406,1167054.77999998
50000022,202407,1213356.4999999977
50000022,202408,1285259.109999989
50000022,202409,1443924.7199999345
50000024,201749,186241.19000000035
50000024,201750,224965.78000000108
50000024,201751,129151.49000000022
50000024,201752,118573.07999999996
50000024,201753,128762.81999999998
50000024,201801,136200.69999999998
50000024,201802,165750.13000000006
50000024,201803,168943.3399999999
50000024,201804,175450.73999999993
50000024,201805,158245.33999999997
50000024,201806,152336.44999999992
50000024,201807,174298.59000000023
50000024,201808,169791.05000000054
50000024,201809,200635.23000000016
50000024,201810,175606.04000000015
50000024,201811,184049.88000000006
50000024,201812,190396.39000000022
50000024,201813,210292.9100000002
50000024,201814,221436.90000000052
50000024,201815,197302.1200000002
50000024,201816,205659.28999999995
50000024,201817,191178.74000000002
50000024,201818,249301.05000000136
50000024,201819,222458.26000000123
50000024,201820,254286.6800000057
50000024,201821,199879.93000000107
50000024,201822,201838.8300000005
50000024,201823,201095.01000000004
50000024,201824,221636.2400000008
50000024,201825,232671.42999999993
50000024,201826,234373.9399999999
50000024,201827,222610.2899999999
50000024,201828,244164.12999999966
50000024,201829,231124.4099999998
50000024,201830,216261.9800000001
50000024,201831,190399.96999999997
50000024,201832,198470.71000000022
50000024,201833,196704.72000000003
50000024,201834,213214.55000000022
50000024,201835,196023.9000000002
50000024,201836,191709.91000000003
50000024,201837,183647.5
50000024,201838,188144.51000000004
50000024,201839,190239.33000000013
50000024,201840,188328.94000000015
50000024,201841,168290.00999999995
50000024,201842,171741.7199999999
50000024,201843,173055.15999999997
50000024,201844,165631.29999999993
50000024,201845,164356.82999999993
50000024,201846,144366.41000000012
50000024,201847,187298.05999999997
50000024,201848,226016.11000000042
50000024,201849,201283.16999999984
50000024,201850,175377.03000000035
50000024,201851,142630.71999999997
50000024,201852,141918.09999999998
50000024,201901,133938.54999999996
50000024,201902,143291.21
50000024,201903,156132.79
50000024,201904,155744.36999999997
50000024,201905,160619.42999999993
50000024,201906,153665.37999999995
50000024,201907,144219.70999999996
50000024,201908,140438.84999999983
50000024,201909,137315.62999999998
50000024,201910,154149.4799999998
50000024,201911,178373.20000000022
50000024,201912,173936.17
50000024,201913,169660.25999999992
50000024,201914,167590.86999999988
50000024,201915,155375.41999999984
50000024,201916,170122.41999999993
50000024,201917,160701.22999999992
50000024,201918,161263.65999999992
50000024,201919,180348.84999999977
50000024,201920,201976.3600000003
50000024,201921,174759.20999999988
50000024,201922,158189.11999999976
50000024,201923,156379.61999999982
50000024,201924,173992.0999999995
50000024,201925,180390.36999999973
50000024,201926,192712.56000000038
50000024,201927,188329.09999999998
50000024,201928,190863.45000000013
50000024,201929,182656.17999999973
50000024,201930,182767.18999999977
50000024,201931,151409.2599999998
50000024,201932,164450.6599999998
50000024,201933,173278.53999999983
50000024,201934,177241.98999999987
50000024,201935,164503.42999999993
50000024,201936,168196.87999999995
50000024,201937,169593.14000000004
50000024,201938,174494.32999999987
50000024,201939,157661.21999999986
50000024,201940,152846.39999999982
50000024,201941,145316.45999999985
50000024,201942,139465.0699999999
50000024,201943,138634.74999999988
50000024,201944,147378.89000000004
50000024,201945,143714.5999999999
50000024,201946,123175.37999999995
50000024,201947,135688.57
50000024,201948,187315.41000000024
50000024,201949,149362.09999999995
50000024,201950,133369.75999999986
50000024,201951,131262.0400000001
50000024,201952,131313.99999999983
50000024,202001,118985.21999999993
50000024,202002,133504.82000000004
50000024,202003,128136.49000000009
50000024,202004,124185.70000000003
50000024,202005,114167.09
50000024,202006,103064.40999999997
50000024,202007,81058.61999999997
50000024,202008,71445.79999999993
50000024,202009,61738.04999999982
50000024,202010,1361.2000000000003
50000024,202011,1361.2100000000003
50000024,202012,1361.2000000000003
50000024,202013,1361.2000000000003
50000024,202014,123.62
50000024,202015,123.62000000000002
50000024,202016,123.62
50000024,202017,123.62000000000002
50000024,202018,3031.9099999999994
50000024,202019,3031.9099999999985
50000024,202020,3031.9100000000003
50000024,202021,3031.919999999998
50000024,202022,3031.92
50000024,202023,14480.30999999998
50000024,202024,14480.309999999972
50000024,202025,14480.309999999978
50000024,202026,14480.309999999978
50000024,202027,12356.549999999992
50000024,202028,12356.549999999996
50000024,202029,12356.549999999985
50000024,202030,12356.549999999987
50000024,202031,9065.700000000015
50000024,202032,9065.700000000013
50000024,202033,9065.700000000013
50000024,202034,9065.700000000013
50000024,202035,9065.700000000013
50000024,202036,13815.019999999966
50000024,202037,13815.019999999968
50000024,202038,13815.019999999966
50000024,202039,13815.019999999966
50000024,202040,19577.849999999995
50000024,202041,19577.85
50000024,202042,19577.850000000002
50000024,202043,19577.849999999966
50000024,202044,22315.509999999995
50000024,202045,22315.509999999966
50000024,202046,22315.51000000003
50000024,202047,22315.509999999915
50000024,202048,22315.509999999947
50000024,202049,22613.36
50000024,202050,23623.389999999992
50000024,202051,23213.35000000001
50000024,202052,22963.040000000005
50000024,202101,18937.010000000002
50000024,202102,22813.01
50000024,202103,18011.010000000002
50000024,202104,23141.010000000002
50000024,202105,20185.010000000002
50000024,202106,20362.010000000002
50000024,202107,24966.01
50000024,202108,29431.010000000002
50000024,202109,35557.01
50000024,202110,34885.009999999995
50000024,202111,36822.009999999995
50000024,202112,31582.01
50000024,202113,39803.01
50000024,202114,44112.01
50000024,202115,48199.01
50000024,202116,48539.01
50000024,202117,54894.01
50000024,202118,55163.009999999995
50000024,202119,58422.009999999995
50000024,202120,60111.01
50000024,202121,57933.01
50000024,202122,85501.0
50000024,202123,108979.0
50000024,202124,95331.0
50000024,202125,91115.0
50000024,202126,76955.0
50000024,202127,58110.0
50000024,202128,60237.0
50000024,202129,59365.0
50000024,202130,67770.0
50000024,202131,68952.0
50000024,202132,60519.0
50000024,202133,64781.0
50000024,202134,66100.0
50000024,202135,61059.0
50000024,202136,59946.0
50000024,202137,64485.0
50000024,202138,65080.0
50000024,202139,66218.0
50000024,202140,80199.0
50000024,202141,72533.0
50000024,202142,82354.0
50000024,202143,90009.0
50000024,202144,103602.0
50000024,202145,102773.0
50000024,202146,97495.0
50000024,202147,108013.0
50000024,202148,99289.0
50000024,202149,97848.0
50000024,202150,72070.0
50000024,202151,65820.0
50000024,202152,65155.0
50000024,202201,75473.0
50000024,202202,85156.0
50000024,202203,89121.0
50000024,202204,99433.0
50000024,202205,101422.0
50000024,202206,91546.0
50000024,202207,109151.0
50000024,202208,113015.0
50000024,202209,125788.0
50000024,202210,118612.0
50000024,202211,131620.0
50000024,202212,151954.0
50000024,202213,133632.0
50000024,202214,141561.0
50000024,202215,137006.0
50000024,202216,135514.0
50000024,202217,156658.0
50000024,202218,127699.0
50000024,202219,135425.0
50000024,202220,132866.0
50000024,202221,138183.0
50000024,202222,142686.0
50000024,202223,138621.0
50000024,202224,135989.0
50000024,202225,155061.0
50000024,202226,164766.0
50000024,202227,142302.0
50000024,202228,141878.0
50000024,202229,156624.0
50000024,202230,157208.0
50000024,202231,152831.0
50000024,202232,139363.0
50000024,202233,154146.0
50000024,202234,156179.0
50000024,202235,148719.0
50000024,202236,143220.0
50000024,202237,144592.0
50000024,202238,145146.09999999998
50000024,202239,132300.95999999982
50000024,202240,136475.4999999999
50000024,202241,122369.5399999998
50000024,202242,116610.60999999978
50000024,202243,120799.61999999998
50000024,202244,121924.46999999986
50000024,202245,123237.45999999988
50000024,202246,104787.70000000001
50000024,202247,114307.41999999993
50000024,202248,125287.97999999994
50000024,202249,140892.5999999999
50000024,202250,93533.34999999995
50000024,202251,95859.9999999999
50000024,202252,93092.15999999992
50000024,202301,88105.0
50000024,202302,91454.55999999985
50000024,202303,94728.24999999991
50000024,202304,115861.31999999975
50000024,202305,106814.45999999977
50000024,202306,111108.61999999979
50000024,202307,111754.8699999999
50000024,202308,112597.14999999973
50000024,202309,94862.59999999995
50000024,202310,104369.52999999982
50000024,202311,122202.11999999966
50000024,202312,109481.48999999973
50000024,202313,124875.77999999984
50000024,202314,120556.11999999963
50000024,202315,120914.0
50000024,202316,117914.6999999997
50000024,202317,128957.89999999976
50000024,202318,112814.31999999998
50000024,202319,121360.10999999968
50000024,202320,114656.30999999987
50000024,202321,104255.40999999986
50000024,202322,122405.86999999985
50000024,202323,119868.61000000007
50000024,202324,133708.80999999976
50000024,202325,123263.19999999988
50000024,202326,129323.10999999967
50000024,202327,128613.27999999964
50000024,202328,118935.72999999959
50000024,202329,133434.25999999972
50000024,202330,137238.1499999999
50000024,202331,135903.0
50000024,202332,118152.0
50000024,202333,113809.0
50000024,202334,132883.0
50000024,202335,138710.0
50000024,202336,129821.0
50000024,202337,112727.0
50000024,202338,109568.0
50000024,202339,115981.0
50000024,202340,113652.0
50000024,202341,98816.0
50000024,202342,85144.0
50000024,202343,101417.0
50000024,202344,104226.0
50000024,202345,102393.0
50000024,202346,110656.0
50000024,202347,107538.0
50000024,202348,120227.0
50000024,202349,132566.0
50000024,202350,93254.0
50000024,202351,99144.0
50000024,202352,93590.0
50000024,202353,94102.0
50000024,202401,96771.0
50000024,202402,99674.0
50000024,202403,103676.0
50000024,202404,96285.0
50000024,202405,88607.0
50000024,202406,91864.0
50000024,202407,85727.90999999996
50000024,202408,96388.32999999991
50000024,202409,106573.84999999976
50000027,201749,995386.6099999994
50000027,201750,908036.8100000019
50000027,201751,884432.2999999995
50000027,201752,852878.7300000002
50000027,201753,768673.2200000002
50000027,201801,963685.9200000009
50000027,201802,1063368.7499999998
50000027,201803,1044460.0000000005
50000027,201804,1150931.3799999997
50000027,201805,1056930.4600000004
50000027,201806,867022.1400000007
50000027,201807,1022921.2199999997
50000027,201808,1158268.6499999992
50000027,201809,1230017.0199999942
50000027,201810,1092660.24
50000027,201811,1232548.3799999948
50000027,201812,1171433.659999999
50000027,201813,1298099.0599999973
50000027,201814,1168236.100000002
50000027,201815,1128378.0599999942
50000027,201816,1161195.0900000005
50000027,201817,805545.1599999991
50000027,201818,996423.6999999965
50000027,201819,1028834.1399999938
50000027,201820,1052903.8199999968
50000027,201821,1045963.1599999933
50000027,201822,941258.5799999987
50000027,201823,1359488.3500000003
50000027,201824,1762323.7200000084
50000027,201825,2168498.30000004
50000027,201826,1598914.8500000036
50000027,201827,1430798.90000002
50000027,201828,1218069.5399999935
50000027,201829,1257568.3599999966
50000027,201830,1515059.9000000034
50000027,201831,1109055.9199999936
50000027,201832,1472675.9799999984
50000027,201833,1199561.650000001
50000027,201834,1064990.819999999
50000027,201835,1273355.590000005
50000027,201836,1109875.1400000015
50000027,201837,2133375.629999975
50000027,201838,902299.4699999988
50000027,201839,836177.7499999966
50000027,201840,903133.5399999991
50000027,201841,965281.3899999934
50000027,201842,1267322.069999997
50000027,201843,1181917.1799999932
50000027,201844,1080588.349999994
50000027,201845,1043355.5399999951
50000027,201846,1077459.1499999957
50000027,201847,946490.7999999949
50000027,201848,928044.1899999941
50000027,201849,1163473.389999997
50000027,201850,1569049.7899999977
50000027,201851,1151705.81
50000027,201852,1053456.6999999927
50000027,201901,1049613.9599999934
50000027,201902,1064577.33999999
50000027,201903,1028039.6999999873
50000027,201904,1032359.4199999897
50000027,201905,1094861.7799999877
50000027,201906,1123975.539999992
50000027,201907,1060668.4099999925
50000027,201908,944237.0599999963
50000027,201909,893982.7399999971
50000027,201910,947392.1299999942
50000027,201911,1088721.1599999957
50000027,201912,1153620.9699999914
50000027,201913,1039788.6399999941
50000027,201914,946311.8499999943
50000027,201915,814979.3499999935
50000027,201916,918733.5299999955
50000027,201917,990709.6699999936
50000027,201918,855901.3799999973
50000027,201919,720150.3699999974
50000027,201920,794019.129999996
50000027,201921,882102.5199999962
50000027,201922,845554.0999999956
50000027,201923,795276.8099999949
50000027,201924,768009.3199999956
50000027,201925,980709.6999999934
50000027,201926,1232433.5599999998
50000027,201927,1111804.9200000016
50000027,201928,973129.780000007
50000027,201929,958464.9700000014
50000027,201930,917360.7000000039
50000027,201931,855152.0099999993
50000027,201932,976515.009999999
50000027,201933,1018609.2700000006
50000027,201934,1074181.339999996
50000027,201935,1017137.1999999979
50000027,201936,1049960.4099999983
50000027,201937,1013795.5999999968
50000027,201938,1055755.4399999967
50000027,201939,955635.3200000002
50000027,201940,954296.9899999977
50000027,201941,919538.2900000003
50000027,201942,1148082.2100000053
50000027,201943,1075974.0600000015
50000027,201944,973847.2000000101
50000027,201945,1033334.4900000026
50000027,201946,1062355.2600000016
50000027,201947,1047655.2999999968
50000027,201948,1386855.419999996
50000027,201949,1245035.269999997
50000027,201950,909997.8199999982
50000027,201951,809826.9099999982
50000027,201952,929614.9000000019
50000027,202001,843588.2399999994
50000027,202002,964851.9299999976
50000027,202003,948806.8500000013
50000027,202004,914905.1100000051
50000027,202005,749603.6600000019
50000027,202006,661664.8300000004
50000027,202007,619275.7800000022
50000027,202008,314093.7699999997
50000027,202009,155129.7899999999
50000027,202010,14891.839999999998
50000027,202011,5230.560000000003
50000027,202012,5038.559999999999
50000027,202013,5058.559999999999
50000027,202014,4338.969999999999
50000027,202015,4015.3699999999994
50000027,202016,4210.369999999999
50000027,202017,3948.369999999999
50000027,202018,8723.380000000001
50000027,202019,8723.379999999994
50000027,202020,79275.28000000006
50000027,202021,190039.41999999975
50000027,202022,191888.1000000006
50000027,202023,429235.2899999998
50000027,202024,304223.7300000001
50000027,202025,736267.8800000043
50000027,202026,385381.1000000021
50000027,202027,430261.42000000156
50000027,202028,373431.25000000163
50000027,202029,398155.53000000096
50000027,202030,395277.61000000284
50000027,202031,474460.879999998
50000027,202032,450448.4999999985
50000027,202033,499406.58999999845
50000027,202034,421125.03999999934
50000027,202035,302935.9800000002
50000027,202036,308725.64000000036
50000027,202037,264703.93000000005
50000027,202038,302299.75000000035
50000027,202039,263714.1299999999
50000027,202040,339770.6299999999
50000027,202041,352622.5400000005
50000027,202042,423013.20999999874
50000027,202043,279215.0900000002
50000027,202044,384980.0199999999
50000027,202045,368125.68000000325
50000027,202046,432992.7499999989
50000027,202047,521575.4799999983
50000027,202048,369551.22999999917
50000027,202049,359444.4700000009
50000027,202050,405772.7300000014
50000027,202051,379491.4700000008
50000027,202052,374012.00000000186
50000027,202101,387832.01000000135
50000027,202102,387832.0100000016
50000027,202103,387832.0100000021
50000027,202104,387832.0100000006
50000027,202105,284936.9899999979
50000027,202106,284936.99000000034
50000027,202107,284936.98999999964
50000027,202108,284936.9900000005
50000027,202109,284936.9900000008
50000027,202110,424741.29999999976
50000027,202111,424687.7799999995
50000027,202112,423179.12999999966
50000027,202113,424492.2800000004
50000027,202114,517918.3500000007
50000027,202115,517917.15000000066
50000027,202116,518219.05000000045
50000027,202117,518341.70000000094
50000027,202118,155524.11000000004
50000027,202119,161142.49999999983
50000027,202120,154056.38
50000027,202121,161760.94000000012
50000027,202122,278267.22999999986
50000027,202123,482155.3400000002
50000027,202124,481264.20999999985
50000027,202125,481361.6100000004
50000027,202126,481550.9600000001
50000027,202127,640758.9500000017
50000027,202128,140546.19000000026
50000027,202129,140113.14000000048
50000027,202130,639514.9000000008
50000027,202131,676361.9099999942
50000027,202132,676361.91
50000027,202133,678122.3099999931
50000027,202134,678122.3100000006
50000027,202135,678122.3099999921
50000027,202136,783018.6800000014
50000027,202137,783018.6800000011
50000027,202138,783018.6800000033
50000027,202139,783018.6800000026
50000027,202140,427159.37999999785
50000027,202141,806051.7900000016
50000027,202142,916306.740000001
50000027,202143,841494.389999995
50000027,202144,863883.0099999963
50000027,202145,772915.7899999976
50000027,202146,943504.9899999944
50000027,202147,861684.350000002
50000027,202148,654202.1399999986
50000027,202149,673542.3499999993
50000027,202150,682823.1300000023
50000027,202151,590587.6100000021
50000027,202152,847219.420000003
50000027,202201,933206.0599999992
50000027,202202,1009604.6000000034
50000027,202203,869828.3700000047
50000027,202204,768991.2699999993
50000027,202205,728237.049999996
50000027,202206,752369.4699999951
50000027,202207,692910.2599999942
50000027,202208,1176556.3999999964
50000027,202209,1258032.5800000024
50000027,202210,1083290.8899999983
50000027,202211,1106662.9399999965
50000027,202212,1035813.7699999968
50000027,202213,1032095.8899999934
50000027,202214,1068361.0800000005
50000027,202215,1101243.1099999954
50000027,202216,1043595.469999998
50000027,202217,1109918.069999997
50000027,202218,1029676.8499999976
50000027,202219,1011856.1499999944
50000027,202220,1280486.6999999904
50000027,202221,1510771.1000000106
50000027,202222,1444593.6999999897
50000027,202223,1246826.4399999906
50000027,202224,1313989.1699999953
50000027,202225,1505603.8399999877
50000027,202226,1488013.5499999851
50000027,202227,1097553.8500000085
50000027,202228,1268395.720000007
50000027,202229,1270410.4400000062
50000027,202230,1273800.7100000037
50000027,202231,1213175.729999985
50000027,202232,1160295.9699999967
50000027,202233,1305269.9599999937
50000027,202234,1318266.4999999877
50000027,202235,1338717.2500000042
50000027,202236,1172051.3799999978
50000027,202237,1284185.6499999985
50000027,202238,1271937.0300000042
50000027,202239,1245046.67000001
50000027,202240,1306266.5600000299
50000027,202241,1777098.930000003
50000027,202242,1921085.7900000336
50000027,202243,1814843.1700000097
50000027,202244,1689515.4299999885
50000027,202245,1267131.4899999944
50000027,202246,1548287.679999994
50000027,202247,1761601.2999999854
50000027,202248,1500503.7999999954
50000027,202249,1834063.1700000037
50000027,202250,1552218.4799999837
50000027,202251,1450766.8099999866
50000027,202252,1261985.2099999986
50000027,202301,1415235.1699999683
50000027,202302,1698367.7999999465
50000027,202303,1681580.4999999746
50000027,202304,1764215.7699999618
50000027,202305,1768281.3100000184
50000027,202306,1655361.4700000356
50000027,202307,1674114.7400000412
50000027,202308,1700156.8400000313
50000027,202309,1538440.4200000297
50000027,202310,1888569.3800000648
50000027,202311,1872862.8600000527
50000027,202312,1823073.8100000392
50000027,202313,1673297.0599999418
50000027,202314,1833639.4699999394
50000027,202315,1602559.2099999257
50000027,202316,1682832.2699999665
50000027,202317,1895365.2099999746
50000027,202318,1715841.8699999913
50000027,202319,1799638.2599999858
50000027,202320,1789760.9699999595
50000027,202321,1726307.2700000145
50000027,202322,1806980.26
50000027,202323,2084382.2699999996
50000027,202324,1824995.1100000124
50000027,202325,2118970.00000002
50000027,202326,2418149.7899998887
50000027,202327,2340949.489999976
50000027,202328,2253642.530000012
50000027,202329,2033298.319999992
50000027,202330,2173082.030000066
50000027,202331,1956644.4499999231
50000027,202332,2053727.0500000077
50000027,202333,1853248.789999981
50000027,202334,1706523.8799999692
50000027,202335,1661985.1500000106
50000027,202336,1773657.7699999562
50000027,202337,2037900.0799999682
50000027,202338,2343230.349999966
50000027,202339,2280800.1099999812
50000027,202340,2231474.249999981
50000027,202341,2177381.8400000194
50000027,202342,2202191.649999967
50000027,202343,2215539.0500000203
50000027,202344,2052534.6600000323
50000027,202345,2180918.3600000227
50000027,202346,1926117.1400000062
50000027,202347,2050379.4199999836
50000027,202348,2064597.8499999999
50000027,202349,1934190.3900000332
50000027,202350,2496739.7700000037
50000027,202351,2062661.789999971
50000027,202352,1866877.1800000053
50000027,202353,1859457.2500000566
50000027,202401,1971007.8900000523
50000027,202402,2247326.8200000124
50000027,202403,2100530.1799999936
50000027,202404,1941209.1300000031
50000027,202405,1928908.8099999998
50000027,202406,1954263.2400000202
50000027,202407,1952615.770000002
50000027,202408,2128392.7199999946
50000027,202409,2234798.940000044
50000029,201749,1491265.0
50000029,201750,1713343.0
50000029,201751,2052048.0
50000029,201752,1848370.0
50000029,201753,2039643.0
50000029,201801,1982691.0
50000029,201802,2342101.0
50000029,201803,2069070.0
50000029,201804,2083188.0
50000029,201805,2422039.0
50000029,201806,1946443.0
50000029,201807,2078413.0
50000029,201808,2066765.0
50000029,201809,2065799.0
50000029,201810,2230851.0
50000029,201811,2191445.0
50000029,201812,2226832.0
50000029,201813,2149340.0
50000029,201814,2030495.0
50000029,201815,1997108.0
50000029,201816,2371698.0
50000029,201817,2310963.0
50000029,201818,2906667.0
50000029,201819,3088236.0
50000029,201820,2908736.0
50000029,201821,3251509.0
50000029,201822,3193373.0
50000029,201823,2862831.0
50000029,201824,2665525.0
50000029,201825,2378096.0
50000029,201826,2529608.0
50000029,201827,2219233.0
50000029,201828,2090384.0
50000029,201829,2279053.0
50000029,201830,1914407.0
50000029,201831,2154799.0
50000029,201832,2068229.0
50000029,201833,1878780.0
50000029,201834,2291698.0
50000029,201835,2558549.0
50000029,201836,2403870.0
50000029,201837,2430435.0
50000029,201838,2486887.0
50000029,201839,2520354.0
50000029,201840,2377004.0
50000029,201841,1583251.0
50000029,201842,4188302.0
50000029,201843,2248658.0
50000029,201844,2352018.0
50000029,201845,2312477.0
50000029,201846,2794403.0
50000029,201847,1575484.0
50000029,201848,2136042.0
50000029,201849,1929230.0
50000029,201850,1716991.0
50000029,201851,2069858.0
50000029,201852,1928798.0
50000029,201901,1816033.0
50000029,201902,2031282.0
50000029,201903,2580202.0
50000029,201904,2371518.0
50000029,201905,2056238.0
50000029,201906,2075478.0
50000029,201907,2173539.0
50000029,201908,1928656.0
50000029,201909,1739177.0
50000029,201910,2322424.0
50000029,201911,2191150.0
50000029,201912,2435778.0
50000029,201913,2250672.0
50000029,201914,2428611.0
50000029,201915,1918919.0
50000029,201916,2074957.6
50000029,201917,2467748.96
50000029,201918,3269390.0
50000029,201919,2866944.0
50000029,201920,3181563.0
50000029,201921,2706479.0
50000029,201922,2334285.0
50000029,201923,2758558.0
50000029,201924,2972128.0
50000029,201925,2873424.0
50000029,201926,2823383.0
50000029,201927,2972851.0
50000029,201928,3056216.0
50000029,201929,2440176.0
50000029,201930,2263984.0
50000029,201931,2301576.0
50000029,201932,2299289.0
50000029,201933,2369709.0
50000029,201934,2130741.0
50000029,201935,2319203.0
50000029,201936,2207220.0
50000029,201937,2437250.0
50000029,201938,2623522.0
50000029,201939,2626159.0
50000029,201940,2051430.0
50000029,201941,2201058.0
50000029,201942,2083170.0
50000029,201943,2190505.0
50000029,201944,2172315.0
50000029,201945,2073715.0
50000029,201946,2889652.0
50000029,201947,2136129.0
50000029,201948,2384430.0
50000029,201949,2268965.0
50000029,201950,1732031.0
50000029,201951,1940092.0
50000029,201952,1830628.0
50000029,202001,1947030.0
50000029,202002,1737449.0
50000029,202003,2310151.0
50000029,202004,1907858.0
50000029,202005,2070930.0
50000029,202006,1677322.0
50000029,202007,810788.0
50000029,202008,122400.0
50000029,202009,78758.0
50000029,202010,28950.0
50000029,202011,21500.0
50000029,202012,7700.01
50000029,202013,17850.0
50000029,202014,18959.0
50000029,202015,75850.0
50000029,202016,34000.0
50000029,202017,64826.0
50000029,202018,58600.0
50000029,202019,35400.0
50000029,202020,358202.0
50000029,202021,517670.0
50000029,202022,656252.0
50000029,202023,1006532.0
50000029,202024,1174394.0
50000029,202025,1327615.0
50000029,202026,1178960.0
50000029,202027,1621259.0
50000029,202028,1056275.0
50000029,202029,1059501.0
50000029,202030,647514.0
50000029,202031,489000.0
50000029,202032,471243.0
50000029,202033,307991.0
50000029,202034,260685.0
50000029,202035,274688.0
50000029,202036,290605.0
50000029,202037,304348.0
50000029,202038,198634.0
50000029,202039,265572.0
50000029,202040,227689.0
50000029,202041,193795.0
50000029,202042,198020.0
50000029,202043,329820.0
50000029,202044,384524.0
50000029,202045,632407.0
50000029,202046,1118362.0
50000029,202047,651075.0
50000029,202048,285118.0
50000029,202049,493314.0
50000029,202050,217409.0
50000029,202051,115623.0
50000029,202052,169251.0
50000029,202101,233676.0
50000029,202102,63400.0
50000029,202103,160689.0
50000029,202104,176503.0
50000029,202105,329814.0
50000029,202106,186774.0
50000029,202107,297602.0
50000029,202108,464094.0
