"PTNR_REGIONAL_MASTER_CD","YEARWEEK","UNITS"
50000031,202009,38878.9299999999
50000031,202010,15910.009999999998
50000031,202011,15910.009999999998
50000031,202012,15910.01
50000031,202013,9116.73
50000031,202014,13084.4
50000031,202015,14031.4
50000031,202016,13753.399999999998
50000031,202017,16775.4
50000031,202018,21891.58000000002
50000031,202019,19839.580000000016
50000031,202020,21041.579999999994
50000031,202021,20833.58
50000031,202022,28038.58
50000031,202023,35636.84000000007
50000031,202024,30138.35000000007
50000031,202025,34330.84000000007
50000031,202026,34616.84000000007
50000031,202027,41527.010000000046
50000031,202028,40713.01000000008
50000031,202029,39021.01000000008
50000031,202030,40563.01000000008
50000031,202031,35611.31000000034
50000031,202032,36259.00000000024
50000031,202033,35936.000000000175
50000031,202034,35855.00000000025
50000031,202035,35931.00000000035
50000031,202036,49616.41999999987
50000031,202037,49624.41999999999
50000031,202038,50158.91999999987
50000031,202039,50785.519999999975
50000031,202040,60867.9600000001
50000031,202041,61319.96
50000031,202042,64132.96
50000031,202043,69802.96000000011
50000031,202044,59277.21999999935
50000031,202045,62060.22000000005
50000031,202046,71941.5799999998
50000031,202047,81022.57999999946
50000031,202048,67235.57999999923
50000031,202049,57391.43
50000031,202050,58793.43
50000031,202051,61518.43
50000031,202052,57623.93
50000031,202101,48283.45999999989
50000031,202102,52366.17999999999
50000031,202103,49040.75
50000031,202104,50055.00999999989
50000031,202105,74361.4899999998
50000031,202106,67260.93999999996
50000031,202107,65897.9399999998
50000031,202108,67087.93999999977
50000031,202109,68521.93999999999
50000031,202110,73013.50000000001
50000031,202111,71204.50000000044
50000031,202112,73182.5000000002
50000031,202113,70582.97000000032
50000031,202114,49224.780000000115
50000031,202115,47821.94999999997
50000031,202116,35038.500000000015
50000031,202117,40281.4999999999
50000031,202118,30025.84000000023
50000031,202119,31505.400000000158
50000031,202120,28585.680000000175
50000031,202121,29725.920000000115
50000031,202122,32874.640000000174
50000031,202123,45431.29999999993
50000031,202124,38708.299999999974
50000031,202125,37046.22999999994
50000031,202126,35945.299999999974
50000031,202127,42134.45999999999
50000031,202128,40417.21999999999
50000031,202129,41310.19999999998
50000031,202130,42252.06999999993
50000031,202131,36627.51000000006
50000031,202132,35053.6200000001
50000031,202133,35000.84000000006
50000031,202134,35774.6300000001
50000031,202135,36545.05000000009
50000031,202136,55108.94
50000031,202137,56643.05
50000031,202138,56552.29999999996
50000031,202139,60855.880000000005
50000031,202140,52092.849999999904
50000031,202141,53817.03000000015
50000031,202142,53163.03000000001
50000031,202143,59075.03000000021
50000031,202144,55875.80000000002
50000031,202145,62233.2
50000031,202146,70173.19999999981
50000031,202147,83448.19999999988
50000031,202148,67174.1999999999
50000031,202149,55624.81999999992
50000031,202150,53372.10999999975
50000031,202151,54257.10999999975
50000031,202152,61734.109999999884
50000031,202201,57942.56
50000031,202202,56507.56
50000031,202203,56359.56
50000031,202204,53004.55999999999
50000031,202205,50146.61000000007
50000031,202206,46801.61000000007
50000031,202207,46483.61000000007
50000031,202208,44290.61
50000031,202209,44780.61
50000031,202210,52337.72
50000031,202211,55305.72
50000031,202212,56816.72
50000031,202213,56515.72
50000031,202214,56629.68
50000031,202215,57611.68
50000031,202216,55153.68
50000031,202217,61451.68
50000031,202218,55327.36
50000031,202219,53547.61
50000031,202220,56932.21999999997
50000031,202221,55532.22
50000031,202222,56726.22
50000031,202223,63468.8
50000031,202224,62040.79999999999
50000031,202225,76017.79999999994
50000031,202226,69737.8
50000031,202227,68952.79
50000031,202228,67539.79000000001
50000031,202229,65569.79
50000031,202230,66184.79000000007
50000031,202231,54246.259999999995
50000031,202232,53796.25999999998
50000031,202233,51249.259999999995
50000031,202234,51866.07000000002
50000031,202235,53763.260000000024
50000031,202236,57960.40999999999
50000031,202237,70512.91
50000031,202238,56535.41
50000031,202239,56420.40999999997
50000031,202240,63892.66
50000031,202241,62994.66
50000031,202242,65687.66
50000031,202243,73853.66
50000031,202244,68928.72
50000031,202245,70916.72
50000031,202246,79032.72
50000031,202247,95165.72
50000031,202248,71033.72
50000031,202249,69731.37000000016
50000031,202250,69246.37000000001
50000031,202251,70965.36999999997
50000031,202252,82482.37000000001
50000031,202301,82568.59000000001
50000031,202302,78459.59
50000031,202303,84870.58999999997
50000031,202304,75828.99000000002
50000031,202305,64923.26000000002
50000031,202306,64746.260000000206
50000031,202307,64934.2600000002
50000031,202308,64496.26000000005
50000031,202309,65455.26000000001
50000031,202310,78697.08000000002
50000031,202311,74713.07999999999
50000031,202312,69933.07999999996
50000031,202313,76009.0799999998
50000031,202314,71109.22
50000031,202315,71793.22
50000031,202316,64847.21999999996
50000031,202317,69682.22
50000031,202318,56203.38
50000031,202319,50340.380000000005
50000031,202320,52085.38000000006
50000031,202321,52873.38000000004
50000031,202322,53773.38000000007
50000031,202323,80629.32000000007
50000031,202324,77948.32
50000031,202325,78431.32000000027
50000031,202326,76704.32
50000031,202327,66216.25
50000031,202328,68246.25000000001
50000031,202329,67292.25000000029
50000031,202330,68259.25000000029
50000031,202331,64622.76
50000031,202332,70801.76000000001
50000031,202333,68218.76000000001
50000031,202334,62307.76
50000031,202335,59535.76
50000031,202336,66307.81
50000031,202337,75577.93
50000031,202338,76933.93
50000031,202339,76261.93
50000031,202340,72130.81
50000031,202341,70522.81
50000031,202342,75938.81
50000031,202343,85305.81
50000031,202344,66488.54
50000031,202345,66652.54000000001
50000031,202346,70516.54000000001
50000031,202347,95669.54
50000031,202348,75905.54000000001
50000031,202349,73204.79000000001
50000031,202350,76012.79
50000031,202351,82629.79000000001
50000031,202352,83682.79000000001
50000031,202353,69404.79000000001
50000031,202401,72561.54000000001
50000031,202402,81446.54000000001
50000031,202403,70499.54000000001
50000031,202404,70730.54000000001
50000031,202405,67059.17
50000031,202406,64493.17
50000031,202407,63834.16999999999
50000031,202408,71109.17
50000031,202409,68129.17
50000031,202410,49.0
50000033,201749,8507.0
50000033,201750,5803.0
50000033,201751,5516.0
50000033,201752,6599.0
50000033,201753,5869.0
50000033,201801,5960.0
50000033,201802,7179.0
50000033,201803,6446.0
50000033,201804,6618.0
50000033,201805,5538.0
50000033,201806,5910.0
50000033,201807,7131.0
50000033,201808,8121.0
50000033,201809,8071.0
50000033,201810,6233.0
50000033,201811,5887.0
50000033,201812,7196.0
50000033,201813,7226.0
50000033,201814,6772.0
50000033,201815,6182.0
50000033,201816,6847.0
50000033,201817,7342.0
50000033,201818,6636.0
50000033,201819,6122.0
50000033,201820,6779.0
50000033,201821,7054.0
50000033,201822,10117.0
50000033,201823,11346.0
50000033,201824,10483.0
50000033,201825,12555.0
50000033,201826,12002.0
50000033,201827,9400.0
50000033,201828,8881.0
50000033,201829,8143.0
50000033,201830,7651.0
50000033,201831,6552.0
50000033,201832,6031.0
50000033,201833,6240.0
50000033,201834,7340.0
50000033,201835,6531.0
50000033,201836,6518.0
50000033,201837,6612.0
50000033,201838,7905.0
50000033,201839,8049.0
50000033,201840,6887.0
50000033,201841,7301.0
50000033,201842,7764.0
50000033,201843,7589.0
50000033,201844,7900.0
50000033,201845,8478.0
50000033,201846,9350.0
50000033,201847,10805.0
50000033,201848,12651.0
50000033,201849,8001.0
50000033,201850,7617.0
50000033,201851,8802.0
50000033,201852,8557.0
50000033,201901,8568.0
50000033,201902,8596.0
50000033,201903,8498.0
50000033,201904,8297.0
50000033,201905,8574.0
50000033,201906,7681.0
50000033,201907,7819.0
50000033,201908,8174.0
50000033,201909,7901.0
50000033,201910,8006.0
50000033,201911,8861.0
50000033,201912,8834.0
50000033,201913,9073.0
50000033,201914,6915.0
50000033,201915,6829.0
50000033,201916,8370.0
50000033,201917,9164.0
50000033,201918,8534.0
50000033,201919,8811.0
50000033,201920,8548.0
50000033,201921,8278.0
50000033,201922,11735.0
50000033,201923,11955.0
50000033,201924,12122.0
50000033,201925,12308.0
50000033,201926,12533.0
50000033,201927,10036.0
50000033,201928,8808.0
50000033,201929,8102.0
50000033,201930,8074.0
50000033,201931,7185.0
50000033,201932,8372.0
50000033,201933,8317.0
50000033,201934,8597.0
50000033,201935,8493.0
50000033,201936,7978.0
50000033,201937,8147.0
50000033,201938,8324.0
50000033,201939,8015.0
50000033,201940,6844.0
50000033,201941,7296.0
50000033,201942,7731.0
50000033,201943,8409.0
50000033,201944,8080.0
50000033,201945,8212.0
50000033,201946,9489.0
50000033,201947,11205.0
50000033,201948,13134.0
50000033,201949,8521.0
50000033,201950,6907.0
50000033,201951,6880.0
50000033,201952,8815.0
50000033,202001,7819.0
50000033,202002,8502.0
50000033,202003,7506.0
50000033,202004,6925.0
50000033,202005,5274.0
50000033,202006,4976.0
50000033,202007,1938.0
50000033,202008,546.0
50000033,202009,335.0
50000033,202010,295.0
50000033,202011,218.0
50000033,202012,246.0
50000033,202013,395.0
50000033,202014,332.0
50000033,202015,507.0
50000033,202016,698.0
50000033,202017,1197.0
50000033,202018,983.0
50000033,202019,1084.0
50000033,202020,1139.0
50000033,202021,1524.0
50000033,202022,2581.0
50000033,202023,3411.0
50000033,202024,4219.0
50000033,202025,5452.0
50000033,202026,4898.0
50000033,202027,4784.0
50000033,202028,4582.0
50000033,202029,4350.0
50000033,202030,4015.0
50000033,202031,4974.0
50000033,202032,4728.0
50000033,202033,4400.0
50000033,202034,4355.0
50000033,202035,3882.0
50000033,202036,3936.0
50000033,202037,3445.0
50000033,202038,3167.0
50000033,202039,2601.0
50000033,202040,2150.0
50000033,202041,2366.0
50000033,202042,2445.0
50000033,202043,3741.0
50000033,202044,3164.0
50000033,202045,2831.0
50000033,202046,1221.0
50000033,202047,5.0
50000033,202048,5.0
50000033,202049,6.0
50000033,202050,6.0
50000033,202051,6.0
50000033,202052,6.0
50000033,202101,6.0
50000033,202102,6.0
50000033,202103,6.0
50000033,202104,6.0
50000033,202105,6.0
50000033,202106,564.0
50000033,202107,814.0
50000033,202108,990.0
50000033,202109,1319.0
50000033,202110,982.0
50000033,202111,1036.0
50000033,202112,1081.0
50000033,202113,2016.0
50000033,202114,2650.0
50000033,202115,2578.0
50000033,202116,2502.0
50000033,202117,3263.0
50000033,202118,2821.0
50000033,202119,3410.0
50000033,202120,3193.0
50000033,202121,3711.0
50000033,202122,4444.0
50000033,202123,5614.0
50000033,202124,7114.0
50000033,202125,9015.0
50000033,202126,10261.0
50000033,202127,9293.0
50000033,202128,8452.0
50000033,202129,7894.0
50000033,202130,7217.0
50000033,202131,5780.0
50000033,202132,5272.0
50000033,202133,4932.0
50000033,202134,5234.0
50000033,202135,5279.0
50000033,202136,4754.0
50000033,202137,5532.0
50000033,202138,5089.0
50000033,202139,4306.0
50000033,202140,4679.0
50000033,202141,4027.0
50000033,202142,3647.0
50000033,202143,3571.0
50000033,202144,3593.0
50000033,202145,3436.0
50000033,202146,4236.0
50000033,202147,2888.0
50000033,202148,6206.0
50000033,202149,1796.0
50000033,202150,1701.0
50000033,202151,3233.0
50000033,202152,3578.0
50000033,202201,4141.0
50000033,202202,4715.0
50000033,202203,5603.0
50000033,202204,5849.0
50000033,202205,5320.0
50000033,202206,4246.0
50000033,202207,4293.0
50000033,202208,4611.0
50000033,202209,4804.0
50000033,202210,4755.0
50000033,202211,5711.0
50000033,202212,6458.0
50000033,202213,5492.0
50000033,202214,5608.0
50000033,202215,5420.0
50000033,202216,5336.0
50000033,202217,5800.0
50000033,202218,5304.0
50000033,202219,5420.0
50000033,202220,4316.0
50000033,202221,5077.0
50000033,202222,5311.0
50000033,202223,6989.0
50000033,202224,7372.0
50000033,202225,7058.0
50000033,202226,7460.0
50000033,202227,6606.0
50000033,202228,6233.0
50000033,202229,6423.0
50000033,202230,5903.0
50000033,202231,5076.0
50000033,202232,4204.0
50000033,202233,4321.0
50000033,202234,4542.0
50000033,202235,4738.0
50000033,202236,4221.0
50000033,202237,3927.0
50000033,202238,4105.0
50000033,202239,4260.0
50000033,202240,4449.0
50000033,202241,5030.0
50000033,202242,5145.0
50000033,202243,5173.0
50000033,202244,4859.0
50000033,202245,5193.0
50000033,202246,5358.0
50000033,202247,6919.0
50000033,202248,7563.0
50000033,202249,6139.0
50000033,202250,4794.0
50000033,202251,4075.0
50000033,202252,4343.0
50000033,202301,3837.0
50000033,202302,4090.0
50000033,202303,4130.0
50000033,202304,4483.0
50000033,202305,4427.0
50000033,202306,4011.0
50000033,202307,4161.0
50000033,202308,4386.0
50000033,202309,4236.0
50000033,202310,4864.0
50000033,202311,4832.0
50000033,202312,4180.0
50000033,202313,5000.0
50000033,202314,4990.0
50000033,202315,4439.0
50000033,202316,4932.0
50000033,202317,4964.0
50000033,202318,5120.0
50000033,202319,4719.0
50000033,202320,4538.0
50000033,202321,4628.0
50000033,202322,4833.0
50000033,202323,5517.0
50000033,202324,7197.0
50000033,202325,6761.0
50000033,202326,7295.0
50000033,202327,6871.0
50000033,202328,6682.0
50000033,202329,5725.0
50000033,202330,5318.0
50000033,202331,5863.0
50000033,202332,4707.0
50000033,202333,4890.0
50000033,202334,4604.0
50000033,202335,4320.0
50000033,202336,4301.0
50000033,202337,4170.0
50000033,202338,4379.0
50000033,202339,4731.0
50000033,202340,5839.0
50000033,202341,5937.0
50000033,202342,5885.0
50000033,202343,5852.0
50000033,202344,6035.0
50000033,202345,5973.0
50000033,202346,6208.0
50000033,202347,7548.0
50000033,202348,8325.0
50000033,202349,6960.0
50000033,202350,5250.0
50000033,202351,5404.0
50000033,202352,5612.0
50000033,202353,6068.0
50000033,202401,9199.0
50000033,202402,10872.0
50000033,202403,10728.0
50000033,202404,8252.0
50000033,202405,7760.0
50000033,202406,6341.0
50000033,202407,7270.0
50000033,202408,8498.0
50000033,202409,7763.0
50000035,201749,23923.0
50000035,201750,22229.0
50000035,201751,17512.0
50000035,201752,13904.0
50000035,201753,13939.0
50000035,201801,17596.0
50000035,201802,20456.0
50000035,201803,11438.0
50000035,201804,10976.0
50000035,201805,12870.0
50000035,201806,13236.0
50000035,201807,14351.0
50000035,201808,19735.0
50000035,201809,14644.0
50000035,201810,15462.0
50000035,201811,16181.0
50000035,201812,16087.0
50000035,201813,19800.0
50000035,201814,23196.0
50000035,201815,15555.0
50000035,201816,13474.0
50000035,201817,14293.0
50000035,201818,14121.0
50000035,201819,14212.0
50000035,201820,12783.0
50000035,201821,21833.0
50000035,201822,33400.0
50000035,201823,40677.0
50000035,201824,28080.0
50000035,201825,21077.0
50000035,201826,18259.0
50000035,201827,16044.0
50000035,201828,16480.0
50000035,201829,15074.0
50000035,201830,14527.0
50000035,201831,14158.0
50000035,201832,15730.0
50000035,201833,14896.0
50000035,201834,13855.0
50000035,201835,13828.0
50000035,201836,13433.0
50000035,201837,13756.0
50000035,201838,13722.0
50000035,201839,18825.0
50000035,201840,14136.0
50000035,201841,41827.0
50000035,201842,43812.0
50000035,201843,21121.0
50000035,201844,24163.0
50000035,201845,33608.0
50000035,201846,49857.0
50000035,201847,47915.0
50000035,201848,34970.0
50000035,201849,25994.0
50000035,201850,30957.0
50000035,201851,21137.0
50000035,201852,16301.0
50000035,201901,15631.0
50000035,201902,19357.0
50000035,201903,13353.0
50000035,201904,14545.0
50000035,201905,13969.0
50000035,201906,15513.0
50000035,201907,17467.0
50000035,201908,14236.0
50000035,201909,13540.0
50000035,201910,12903.0
50000035,201911,34408.0
50000035,201912,20281.0
50000035,201913,16550.0
50000035,201914,21534.0
50000035,201915,14732.0
50000035,201916,13918.0
50000035,201917,13480.0
50000035,201918,17978.0
50000035,201919,15728.0
50000035,201920,19478.0
50000035,201921,23623.0
50000035,201922,33739.0
50000035,201923,36737.0
50000035,201924,31238.0
50000035,201925,21154.0
50000035,201926,18848.0
50000035,201927,16708.0
50000035,201928,17962.0
50000035,201929,15669.0
50000035,201930,13944.0
50000035,201931,14845.0
50000035,201932,18297.0
50000035,201933,17403.0
50000035,201934,14366.0
50000035,201935,15264.0
50000035,201936,16868.0
50000035,201937,17572.0
50000035,201938,14487.0
50000035,201939,12797.0
50000035,201940,15294.0
50000035,201941,53245.0
50000035,201942,47529.0
50000035,201943,15943.0
50000035,201944,18393.0
50000035,201945,39763.0
50000035,201946,49259.0
50000035,201947,45601.0
50000035,201948,31197.0
50000035,201949,20779.0
50000035,201950,25074.0
50000035,201951,23579.0
50000035,201952,23174.0
50000035,202001,16914.0
50000035,202002,15582.0
50000035,202003,12059.0
50000035,202004,12691.0
50000035,202005,11489.0
50000035,202006,12011.0
50000035,202007,9532.0
50000035,202008,3254.0
50000035,202009,482.0
50000035,202015,227.0
50000035,202016,177.0
50000035,202017,242.0
50000035,202018,624.0
50000035,202019,656.0
50000035,202020,3210.0
50000035,202021,3261.0
50000035,202022,5218.0
50000035,202023,10895.0
50000035,202024,20194.0
50000035,202025,35808.0
50000035,202026,22759.0
50000035,202027,11067.0
50000035,202028,14560.0
50000035,202029,10742.0
50000035,202030,10685.0
50000035,202031,13316.0
50000035,202032,13956.0
50000035,202033,13221.0
50000035,202034,9587.0
50000035,202035,12220.0
50000035,202036,13434.0
50000035,202037,17831.0
50000035,202038,14881.0
50000035,202039,64174.0
50000035,202040,32876.0
50000035,202041,42938.0
50000035,202042,42264.0
50000035,202043,13723.0
50000035,202044,14723.0
50000035,202045,19855.0
50000035,202046,53152.0
50000035,202047,31030.0
50000035,202048,12211.0
50000035,202049,12303.0
50000035,202050,9199.0
50000035,202051,10708.0
50000035,202052,8413.0
50000035,202101,9887.0
50000035,202102,13797.0
50000035,202103,12845.0
50000035,202104,12048.0
50000035,202105,13746.0
50000035,202106,14986.0
50000035,202107,13105.0
50000035,202108,69224.0
50000035,202109,38767.0
50000035,202110,13258.0
50000035,202111,13081.0
50000035,202112,13022.0
50000035,202113,13194.0
50000035,202114,17546.0
50000035,202115,16263.0
50000035,202116,11669.0
50000035,202117,16799.0
50000035,202118,15383.0
50000035,202119,10593.0
50000035,202120,11871.0
50000035,202121,12480.0
50000035,202122,22702.0
50000035,202123,26842.0
50000035,202124,18883.0
50000035,202125,15771.0
50000035,202126,12073.0
50000035,202127,14073.0
50000035,202128,15490.0
50000035,202129,11988.0
50000035,202130,11467.0
50000035,202131,11027.0
50000035,202132,12052.0
50000035,202133,13359.0
50000035,202134,11606.0
50000035,202135,12986.0
50000035,202136,11578.0
50000035,202137,78671.0
50000035,202138,37303.0
50000035,202139,11219.0
50000035,202140,11965.0
50000035,202141,40073.0
50000035,202142,36426.0
50000035,202143,21028.0
50000035,202144,19350.0
50000035,202145,19391.0
50000035,202146,32890.0
50000035,202147,43340.0
50000035,202148,23489.0
50000035,202149,22984.0
50000035,202150,23798.0
50000035,202151,25201.0
50000035,202152,20405.0
50000035,202201,11859.0
50000035,202202,14087.0
50000035,202203,15387.0
50000035,202204,12471.0
50000035,202205,12626.0
50000035,202206,13108.0
50000035,202207,12782.0
50000035,202208,22210.0
50000035,202209,105192.0
50000035,202210,78003.0
50000035,202211,17743.0
50000035,202212,14870.0
50000035,202213,12565.0
50000035,202214,16687.0
50000035,202215,18418.0
50000035,202216,12738.0
50000035,202217,17006.0
50000035,202218,17755.0
50000035,202219,12355.0
50000035,202220,11507.0
50000035,202221,12106.0
50000035,202222,14501.0
50000035,202223,18298.0
50000035,202224,26930.0
50000035,202225,16388.0
50000035,202226,12372.0
50000035,202227,12069.0
50000035,202228,11294.0
50000035,202229,12535.0
50000035,202230,12465.0
50000035,202231,11909.0
50000035,202232,11370.0
50000035,202233,17918.0
50000035,202234,13102.0
50000035,202235,11629.0
50000035,202236,11392.0
50000035,202237,82283.0
50000035,202238,55817.0
50000035,202239,11401.0
50000035,202240,12226.0
50000035,202241,12507.0
50000035,202242,33622.0
50000035,202243,41368.0
50000035,202244,16883.0
50000035,202245,24308.0
50000035,202246,71005.0
50000035,202247,68250.0
50000035,202248,27936.0
50000035,202249,22680.0
50000035,202250,19241.0
50000035,202251,35813.0
50000035,202252,20365.0
50000035,202301,11964.0
50000035,202302,14761.0
50000035,202303,18716.0
50000035,202304,16012.0
50000035,202305,18784.0
50000035,202306,16008.0
50000035,202307,13877.0
50000035,202308,16668.0
50000035,202309,16225.0
50000035,202310,23106.0
50000035,202311,188612.0
50000035,202312,88851.0
50000035,202313,17635.0
50000035,202314,18084.0
50000035,202315,26247.0
50000035,202316,17631.0
50000035,202317,14807.0
50000035,202318,22089.0
50000035,202319,18740.0
50000035,202320,15212.0
50000035,202321,16252.0
50000035,202322,21223.0
50000035,202323,29674.0
50000035,202324,29600.0
50000035,202325,20818.0
50000035,202326,19122.0
50000035,202327,18926.0
50000035,202328,17292.0
50000035,202329,18078.0
50000035,202330,15414.0
50000035,202331,13604.0
50000035,202332,13109.0
50000035,202333,16168.0
50000035,202334,17065.0
50000035,202335,14798.0
50000035,202336,99097.0
50000035,202337,109789.0
50000035,202338,15694.0
50000035,202339,13643.0
50000035,202340,16549.0
50000035,202341,15751.0
50000035,202342,33282.0
50000035,202343,43838.0
50000035,202344,21398.0
50000035,202345,27081.0
50000035,202346,77072.0
50000035,202347,80314.0
50000035,202348,41313.0
50000035,202349,32615.0
50000035,202350,29718.0
50000035,202351,38544.0
50000035,202352,24178.0
50000035,202353,16226.0
50000035,202401,19527.0
50000035,202402,19522.0
50000035,202403,13765.0
50000035,202404,15112.0
50000035,202405,15916.0
50000035,202406,16816.0
50000035,202407,17534.0
50000035,202408,21206.0
50000035,202409,16710.0
50000035,202410,13596.0
50000035,202411,4373.0
50000041,201749,4200.0
50000041,201750,3987.0
50000041,201751,3433.0
50000041,201752,3080.0
50000041,201753,3128.0
50000041,201801,3603.0
50000041,201802,3841.0
50000041,201803,3510.0
50000041,201804,3777.0
50000041,201805,4016.0
50000041,201806,3441.0
50000041,201807,3708.0
50000041,201808,4177.0
50000041,201809,3788.0
50000041,201810,3652.0
50000041,201811,3626.0
50000041,201812,3838.0
50000041,201813,4040.0
50000041,201814,3995.0
50000041,201815,4017.0
50000041,201816,4328.0
50000041,201817,5380.0
50000041,201818,5538.0
50000041,201819,6096.0
50000041,201820,6519.0
50000041,201821,5727.0
50000041,201822,5731.0
50000041,201823,6051.0
50000041,201824,5955.0
50000041,201825,5940.0
50000041,201826,6062.0
50000041,201827,5785.0
50000041,201828,5821.0
50000041,201829,5520.0
50000041,201830,5429.0
50000041,201831,5738.600000000006
50000041,201832,4615.59999999996
50000041,201833,4249.600000000008
50000041,201834,4304.600000000009
50000041,201835,4248.6000000000095
50000041,201836,5088.169999999995
50000041,201837,5195.42000000001
50000041,201838,5072.169999999998
50000041,201839,4986.17
50000041,201840,4008.0
50000041,201841,4031.0
50000041,201842,4010.0
50000041,201843,3871.0
50000041,201844,4065.400000000004
50000041,201845,4094.400000000005
50000041,201846,4543.400000000011
50000041,201847,5434.399999999946
50000041,201848,5157.400000000006
50000041,201849,4625.5
50000041,201850,3856.5
50000041,201851,3834.5
50000041,201852,4451.5
50000041,201901,4233.25
50000041,201902,4976.25
50000041,201903,4350.25
50000041,201904,4132.25
50000041,201905,4331.600000000005
50000041,201906,4156.600000000001
50000041,201907,4299.599999999999
50000041,201908,4149.6
50000041,201909,3968.6000000000026
50000041,201910,4118.0
50000041,201911,4243.0
50000041,201912,4534.0
50000041,201913,4584.0
50000041,201914,3840.0
50000041,201915,3740.0
50000041,201916,3738.0
50000041,201917,4068.0
50000041,201918,4296.0
50000041,201919,4595.0
50000041,201920,5588.0
50000041,201921,6266.0
50000041,201922,6124.0
50000041,201923,6388.0
50000041,201924,6239.0
50000041,201925,6092.0
50000041,201926,5703.0
50000041,201927,5875.0
50000041,201928,6006.0
50000041,201929,5863.0
50000041,201930,4443.0
50000041,201931,4493.0
50000041,201932,4531.0
50000041,201933,4833.0
50000041,201934,4914.0
50000041,201935,5009.0
50000041,201936,5382.0
50000041,201937,5311.0
50000041,201938,5208.0
50000041,201939,4838.0
50000041,201940,4280.0
50000041,201941,4328.0
50000041,201942,4368.0
50000041,201943,4937.0
50000041,201944,5439.0
50000041,201945,4923.0
50000041,201946,5394.0
50000041,201947,4837.0
50000041,201948,5190.0
50000041,201949,4101.0
50000041,201950,3048.0
50000041,201951,2828.0
50000041,201952,2708.0
50000041,202001,2689.0
50000041,202002,3272.0
50000041,202003,2849.0
50000041,202004,2779.0
50000041,202005,2910.0
50000041,202006,2560.0
50000041,202007,120.0
50000041,202008,1.0
50000041,202009,1.0
50000041,202010,1.0
50000041,202011,1.0
50000041,202012,1.0
50000041,202013,1.0
50000041,202014,1.0
50000041,202015,1.0
50000041,202016,1.0
50000041,202017,1.0
50000041,202018,1.0
50000041,202019,1.0
50000041,202020,60.0
50000041,202021,64.0
50000041,202022,360.0
50000041,202023,656.0
50000041,202024,945.0
50000041,202025,1165.0
50000041,202026,1247.0
50000041,202027,1622.0
50000041,202028,1970.0
50000041,202029,2335.0
50000041,202030,59.2
50000041,202031,1677.0
50000041,202032,1595.0
50000041,202033,1516.0
50000041,202034,1387.0
50000041,202035,1218.0
50000041,202036,1241.0
50000041,202037,1348.0
50000041,202038,1319.0
50000041,202039,1037.0
50000041,202040,804.0
50000041,202041,917.0
50000041,202042,836.0
50000041,202043,747.0
50000041,202044,828.0
50000041,202045,857.0
50000041,202046,885.0
50000041,202047,1125.0
50000041,202048,1381.0
50000041,202049,1483.0
50000041,202050,1311.0
50000041,202051,1065.0
50000041,202052,1035.0
50000041,202101,818.0
50000041,202102,1142.0
50000041,202103,1152.0
50000041,202104,1410.0
50000041,202105,2044.0
50000041,202106,1684.0
50000041,202107,2085.0
50000041,202108,1998.0
50000041,202109,1695.0
50000041,202110,1657.0
50000041,202111,1899.0
50000041,202112,1615.0
50000041,202113,2621.0
50000041,202114,2061.0
50000041,202115,1396.0
50000041,202116,1607.0
50000041,202117,1593.0
50000041,202118,1827.0
50000041,202119,2038.0
50000041,202120,2257.0
50000041,202121,2552.0
50000041,202122,2240.0
50000041,202123,2445.0
50000041,202124,2545.0
50000041,202125,2731.0
50000041,202126,3395.0
50000041,202127,3284.0
50000041,202128,11244.0
50000041,202129,3892.0
50000041,202130,3390.0
50000041,202131,2977.0
50000041,202132,3449.0
50000041,202133,3077.0
50000041,202134,2622.0
50000041,202135,2482.0
50000041,202136,2417.0
50000041,202137,2789.0
50000041,202138,2310.0
50000041,202139,2084.0
50000041,202140,2056.0
50000041,202141,1823.0
50000041,202142,1619.0
50000041,202143,1811.0
50000041,202144,1866.0
50000041,202145,1725.0
50000041,202146,1751.0
50000041,202147,1818.0
50000041,202148,2285.0
50000041,202149,2236.0
50000041,202150,1563.0
50000041,202151,1615.0
50000041,202152,1576.0
50000041,202201,1404.0
50000041,202202,1548.0
50000041,202203,1581.0
50000041,202204,295.0
50000041,202205,331.0
50000041,202206,267.0
50000041,202207,328.0
50000041,202208,316.0
50000041,202209,255.0
50000041,202210,560.0
50000041,202211,574.0
50000041,202212,566.0
50000041,202213,489.0
50000041,202214,290.0
50000041,202215,340.0
50000041,202216,322.0
50000041,202217,444.0
50000041,202218,452.0
50000041,202219,419.0
50000041,202220,380.0
50000041,202221,420.0
50000041,202222,76.0
50000041,202223,597.0
50000045,201749,6217.0
50000045,201750,4728.0
50000045,201751,5849.0
50000045,201752,4697.0
50000045,201753,4342.0
50000045,201801,4337.0
50000045,201802,5070.0
50000045,201803,4946.0
50000045,201804,4515.0
50000045,201805,6110.0
50000045,201806,5635.0
50000045,201807,6011.0
50000045,201808,4062.0
50000045,201809,4200.0
50000045,201810,4785.0
50000045,201811,4562.0
50000045,201812,4977.0
50000045,201813,5612.0
50000045,201814,3832.0
50000045,201815,4436.0
50000045,201816,4230.0
50000045,201817,4236.0
50000045,201818,6693.0
50000045,201819,6768.0
50000045,201820,7749.0
50000045,201821,7205.0
50000045,201822,4084.0
50000045,201823,4325.0
50000045,201824,3981.0
50000045,201825,4329.0
50000045,201826,4777.0
50000045,201827,5289.0
50000045,201828,5704.0
50000045,201829,4956.0
