"COUNTRY_CD","YEARWEEK","UNITS"
BO,202240,0.0
BO,202241,0.0
BO,202242,0.0
BO,202243,0.0
BO,202244,0.0
BO,202245,0.0
BO,202246,0.0
BO,202247,0.0
BO,202248,0.0
BO,202249,0.0
BO,202250,0.0
BO,202251,0.0
BO,202252,0.0
BO,202301,0.0
BO,202302,0.0
BO,202303,0.0
BO,202304,0.0
BO,202305,0.0
BO,202306,0.0
BO,202307,0.0
BO,202308,0.0
BO,202309,0.0
BO,202310,0.0
BO,202311,0.0
BO,202312,0.0
BO,202313,0.0
BO,202314,0.0
BO,202315,0.0
BO,202316,0.0
BO,202317,0.0
BO,202318,0.0
BO,202319,0.0
BO,202320,0.0
BO,202321,0.0
BO,202322,0.0
BO,202323,0.0
BO,202324,0.0
BO,202325,0.0
BO,202326,0.0
BO,202327,0.0
BO,202328,0.0
BO,202329,0.0
BO,202330,0.0
BO,202331,0.0
BO,202332,0.0
BO,202333,0.0
BO,202334,0.0
BO,202335,0.0
BO,202336,0.0
BO,202337,0.0
BO,202338,0.0
BO,202339,0.0
BO,202340,0.0
BO,202341,0.0
BO,202342,0.0
BO,202343,0.0
BO,202344,0.0
BO,202345,0.0
BO,202346,0.0
BO,202347,0.0
BO,202348,0.0
BO,202349,0.0
BO,202350,0.0
BO,202351,0.0
BO,202352,0.0
BO,202353,0.0
BO,202401,0.0
BO,202402,0.0
BO,202403,0.0
BO,202404,0.0
BO,202405,0.0
BO,202406,0.0
BO,202407,0.0
BO,202408,0.0
BO,202409,0.0
BQ,201940,469.0
BQ,201941,469.0
BQ,201942,469.0
BQ,201943,469.0
BQ,201944,667.2
BQ,201945,667.2
BQ,201946,667.2
BQ,201947,667.2000000000002
BQ,201948,667.2000000000002
BQ,201949,736.25
BQ,201950,736.25
BQ,201951,736.25
BQ,201952,736.25
BQ,202001,709.0
BQ,202002,709.0
BQ,202003,709.0
BQ,202004,709.0
BQ,202005,201.20000000000002
BQ,202006,201.20000000000002
BQ,202007,201.20000000000002
BQ,202008,201.20000000000002
BQ,202009,201.20000000000002
BQ,202036,473.5
BQ,202037,473.5
BQ,202038,473.5
BQ,202039,473.5
BR,201749,15520.0
BR,201750,21051.0
BR,201751,22555.0
BR,201752,22303.0
BR,201753,16725.0
BR,201801,14560.159999999994
BR,201802,19281.599999999988
BR,201803,17890.21999999999
BR,201804,16469.32999999999
BR,201805,15106.790000000006
BR,201806,15780.460000000008
BR,201807,15155.980000000009
BR,201808,15886.539999999999
BR,201809,15274.290000000117
BR,201810,16056.560000000045
BR,201811,19808.220000000074
BR,201812,18126.900000000023
BR,201813,21269.72000000007
BR,201814,19159.89000000002
BR,201815,15129.599999999993
BR,201816,18909.960000000105
BR,201817,17064.800000000007
BR,201818,15388.97000000002
BR,201819,14052.990000000016
BR,201820,14151.140000000005
BR,201821,13238.249999999982
BR,201822,13522.48000000003
BR,201823,18120.670000000027
BR,201824,19343.550000000017
BR,201825,22247.709999999915
BR,201826,19280.780000000057
BR,201827,16922.21000000002
BR,201828,15743.250000000025
BR,201829,16404.61000000005
BR,201830,17195.100000000035
BR,201831,14282.190000000011
BR,201832,14672.780000000012
BR,201833,16217.660000000027
BR,201834,17316.350000000013
BR,201835,18868.350000000028
BR,201836,16902.530000000042
BR,201837,20038.070000000058
BR,201838,6858.000000000063
BR,201839,6810.4000000000115
BR,201840,15915.950000000068
BR,201841,26603.79000000008
BR,201842,36594.16999999999
BR,201843,21717.070000000007
BR,201844,14686.830000000025
BR,201845,14826.790000000105
BR,201846,15707.310000000067
BR,201847,12584.490000000014
BR,201848,24906.780000000093
BR,201849,25513.27999999987
BR,201850,35194.28000000008
BR,201851,32851.40000000004
BR,201852,15488.210000000076
BR,201901,12484.670000000011
BR,201902,12776.670000000026
BR,201903,9821.210000000017
BR,201904,13463.670000000006
BR,201905,17317.200000000023
BR,201906,17169.2
BR,201907,15224.200000000008
BR,201908,14816.200000000015
BR,201909,13019.200000000015
BR,201910,14308.239999999998
BR,201911,16042.240000000005
BR,201912,15789.239999999998
BR,201913,15441.240000000007
BR,201914,14065.590000000007
BR,201915,14728.590000000006
BR,201916,12449.59000000001
BR,201917,14211.820000000009
BR,201918,11376.080000000004
BR,201919,13348.08
BR,201920,14323.080000000014
BR,201921,15942.080000000005
BR,201922,12228.08
BR,201923,13709.410000000007
BR,201924,14310.410000000016
BR,201925,14297.410000000009
BR,201926,15231.410000000018
BR,201927,18753.13000000002
BR,201928,13286.59000000001
BR,201929,10910.220000000005
BR,201930,12003.950000000006
BR,201931,11816.940000000035
BR,201932,13221.940000000013
BR,201933,14796.940000000004
BR,201934,15732.940000000004
BR,201935,14064.940000000006
BR,201936,14421.740000000007
BR,201937,15449.740000000013
BR,201938,16249.740000000007
BR,201939,12952.740000000005
BR,201940,14159.820000000003
BR,201941,13791.820000000009
BR,201942,15108.82
BR,201943,14399.820000000014
BR,201944,12554.180000000006
BR,201945,11955.18
BR,201946,12465.180000000004
BR,201947,10885.180000000004
BR,201948,13199.18
BR,201949,18851.290000000005
BR,201950,15842.29
BR,201951,15691.289999999997
BR,201952,16422.29
BR,202001,12274.71
BR,202002,11574.710000000001
BR,202003,11606.710000000001
BR,202004,15484.710000000001
BR,202005,15317.56
BR,202006,1861.5599999999995
BR,202007,11007.560000000001
BR,202008,2152.5600000000004
BR,202009,4294.560000000001
BR,202010,210.5
BR,202011,210.5
BR,202012,210.5
BR,202013,210.5
BR,202014,271.81000000000006
BR,202015,271.81000000000006
BR,202016,271.81
BR,202017,271.81000000000006
BR,202018,498.5099999999996
BR,202019,498.50999999999885
BR,202020,498.50999999999954
BR,202021,498.50999999999885
BR,202022,498.50999999999823
BR,202023,927.5400000000001
BR,202024,927.5400000000001
BR,202025,927.5399999999968
BR,202026,927.5400000000002
BR,202027,1647.7299999999902
BR,202028,1647.7299999999902
BR,202029,1647.7299999999916
BR,202030,1647.7299999999982
BR,202031,1687.700000000024
BR,202032,1687.7000000000155
BR,202033,1687.7000000000025
BR,202034,1687.7000000000064
BR,202035,1687.7000000000025
BR,202036,2631.3800000000015
BR,202037,2633.38
BR,202038,2631.380000000004
BR,202039,2632.379999999997
BR,202040,3089.2999999999956
BR,202041,3089.300000000001
BR,202042,3088.800000000001
BR,202043,3089.2999999999943
BR,202044,4425.360000000012
BR,202045,4425.360000000006
BR,202046,4425.360000000001
BR,202047,4425.360000000009
BR,202048,4425.360000000009
BR,202049,3269.25
BR,202050,5525.25
BR,202051,3269.25
BR,202052,3269.25
BR,202101,2815.959999999998
BR,202102,2815.96
BR,202103,2815.9600000000087
BR,202104,2815.9600000000087
BR,202105,1521.7299999999962
BR,202106,1521.7300000000005
BR,202107,1521.7300000000005
BR,202108,1521.7300000000005
BR,202109,1521.7300000000007
BR,202110,1820.1000000000017
BR,202111,1820.0999999999906
BR,202112,1820.1000000000004
BR,202113,1820.0999999999906
BR,202114,2765.4999999999927
BR,202115,2765.500000000002
BR,202116,2765.500000000006
BR,202117,2765.5
BR,202118,2563.7
BR,202119,2776.6999999999935
BR,202120,2618.699999999997
BR,202121,3012.699999999998
BR,202122,4355.7
BR,202123,3097.300000000004
BR,202124,3098.299999999999
BR,202125,3098.299999999999
BR,202126,3098.299999999999
BR,202127,4471.430000000003
BR,202128,4471.4299999999985
BR,202129,4471.430000000004
BR,202130,4471.429999999998
BR,202131,3861.19999999998
BR,202132,3861.1999999999966
BR,202133,3861.19999999998
BR,202134,3861.1999999999643
BR,202135,3861.1999999999753
BR,202136,7911.75
BR,202137,7911.75
BR,202138,7911.75
BR,202139,7911.75
BR,202140,8298.490000000013
BR,202141,9266.490000000002
BR,202142,10062.490000000002
BR,202143,10528.490000000013
BR,202144,9326.939999999999
BR,202145,7369.940000000015
BR,202146,9405.939999999999
BR,202147,8896.940000000011
BR,202148,7560.940000000012
BR,202149,4346.419999999998
BR,202150,3459.419999999999
BR,202151,3419.420000000001
BR,202152,2817.420000000001
BR,202201,3457.0
BR,202202,2324.0
BR,202203,3503.0
BR,202204,3189.0
BR,202205,5612.0
BR,202206,5805.0
BR,202207,5367.0
BR,202208,6216.0
BR,202209,5346.0
BR,202210,6110.0
BR,202211,4817.0
BR,202212,5948.0
BR,202213,8115.0
BR,202214,7489.0
BR,202215,5654.0
BR,202216,6938.0
BR,202217,5992.0
BR,202218,6433.0
BR,202219,9489.0
BR,202220,11098.0
BR,202221,9559.0
BR,202222,8737.0
BR,202223,8081.0
BR,202224,9404.0
BR,202225,10755.0
BR,202226,13128.0
BR,202227,12103.0
BR,202228,11281.0
BR,202229,9861.0
BR,202230,10188.0
BR,202231,10901.0
BR,202232,11783.0
BR,202233,15774.0
BR,202234,17658.0
BR,202235,17658.0
BR,202236,15606.0
BR,202237,16396.0
BR,202238,16748.0
BR,202239,16945.0
BR,202240,17714.0
BR,202241,15954.0
BR,202242,17378.0
BR,202243,15991.0
BR,202244,16131.0
BR,202245,17714.0
BR,202246,14289.0
BR,202247,14555.0
BR,202248,10807.0
BR,202249,18180.0
BR,202250,16412.0
BR,202251,16416.0
BR,202252,17382.0
BR,202301,16730.0
BR,202302,14444.0
BR,202303,14063.0
BR,202304,18432.0
BR,202305,18432.0
BR,202306,14123.0
BR,202307,16305.0
BR,202308,16589.0
BR,202309,16740.0
BR,202310,14660.0
BR,202311,14010.0
BR,202312,15334.0
BR,202313,17998.0
BR,202314,16849.0
BR,202315,17079.0
BR,202316,14302.0
BR,202317,15888.0
BR,202318,14964.0
BR,202319,15799.0
BR,202320,16647.0
BR,202321,16055.0
BR,202322,16652.0
BR,202323,15924.0
BR,202324,18538.0
BR,202325,19454.0
BR,202326,22089.0
BR,202327,18760.0
BR,202328,16603.0
BR,202329,15577.0
BR,202330,17721.0
BR,202331,17918.0
BR,202332,18264.0
BR,202333,19229.0
BR,202334,20823.0
BR,202335,21400.0
BR,202336,19796.0
BR,202337,19695.0
BR,202338,21734.0
BR,202339,22206.0
BR,202340,21687.0
BR,202341,23038.0
BR,202342,20445.0
BR,202343,23208.0
BR,202344,21528.0
BR,202345,18602.0
BR,202346,18028.0
BR,202347,18144.0
BR,202348,18704.0
BR,202349,15925.0
BR,202350,21790.0
BR,202351,20456.0
BR,202352,21077.0
BR,202353,23947.0
BR,202401,20410.0
BR,202402,23588.0
BR,202403,19910.0
BR,202404,17468.0
BR,202405,17300.0
BR,202406,20162.0
BR,202407,20366.0
BR,202408,23236.0
BR,202409,22059.0
BS,201749,1084.9999999999998
BS,201750,1084.9999999999998
BS,201751,1084.9999999999998
BS,201752,1085.0
BS,201753,1085.0
BS,201801,494.25
BS,201802,494.25
BS,201803,494.25
BS,201804,494.25
BS,201805,958.8000000000001
BS,201806,296.0
BS,201807,295.99999999999994
BS,201808,295.99999999999994
BS,201809,296.00000000000006
BS,201810,1130.75
BS,201811,1130.75
BS,201812,1130.75
BS,201813,1130.75
BS,201814,791.25
BS,201815,791.25
BS,201816,791.25
BS,201817,791.25
BS,201818,479.5999999999999
BS,201819,479.59999999999985
BS,201820,479.5999999999999
BS,201821,479.5999999999999
BS,201822,479.5999999999999
BS,201823,1439.25
BS,201824,1439.5
BS,201825,1439.5
BS,201826,1439.5
BS,201827,394.0
BS,201828,394.0
BS,201829,394.0
BS,201830,394.0
BS,201831,308.5999999999999
BS,201832,308.59999999999997
BS,201833,308.59999999999997
BS,201834,308.59999999999997
BS,201835,308.59999999999997
BS,201836,1.0
BS,201837,1.0
BS,201838,1.0
BS,201839,1.0
BS,201840,562.25
BS,201841,561.75
BS,201842,561.75
BS,201843,561.75
BS,201844,480.20000000000016
BS,201845,480.00000000000017
BS,201846,480.0000000000001
BS,201847,480.0000000000001
BS,201848,480.0
BS,201849,440.75
BS,201850,440.5
BS,201851,440.5
BS,201852,440.5
BS,201901,636.5
BS,201902,636.5
BS,201903,636.5
BS,201904,636.5
BS,201905,234.60000000000002
BS,201906,234.60000000000002
BS,201907,234.60000000000002
BS,201908,234.60000000000002
BS,201909,234.60000000000002
BS,201910,587.0
BS,201911,587.0
BS,201912,587.0
BS,201913,587.0
BS,201914,505.5
BS,201915,505.5
BS,201916,505.5
BS,201917,505.5
BS,201918,423.2
BS,201919,423.2
BS,201920,423.2
BS,201921,423.2
BS,201922,423.2
BS,201923,787.5
BS,201924,787.5
BS,201925,787.5
BS,201926,787.5
BS,201927,352.0
BS,201928,352.0
BS,201929,352.0
BS,201930,352.0
BS,201931,555.4000000000001
BS,201932,555.4000000000001
BS,201933,555.4000000000001
BS,201934,555.4000000000001
BS,201935,555.4000000000001
BS,201936,670.75
BS,201937,670.75
BS,201938,670.75
BS,201939,670.75
BS,201940,810.75
BS,201941,810.75
BS,201942,810.75
BS,201943,810.75
BS,201944,815.4000000000001
BS,201945,815.4000000000001
BS,201946,815.4000000000001
BS,201947,815.4000000000001
BS,201948,815.4000000000001
BS,201949,1039.25
BS,201950,1039.25
BS,201951,1039.25
BS,201952,1039.25
BS,202001,592.25
BS,202002,592.25
BS,202003,592.25
BS,202004,592.25
BS,202005,178.2
BS,202006,178.2
BS,202007,178.2
BS,202008,178.2
BS,202009,178.2
BS,202010,166.0
BS,202011,166.0
BS,202012,166.0
BS,202013,166.0
BS,202014,161.75
BS,202015,161.75
BS,202016,161.75
BS,202017,161.75
BS,202018,138.6
BS,202019,138.6
BS,202020,138.6
BS,202021,138.6
BS,202022,138.6
BS,202023,199.25
BS,202024,199.25
BS,202025,199.25
BS,202026,199.25
BS,202027,195.5
BS,202028,195.5
BS,202029,195.5
BS,202030,195.5
BS,202031,225.0
BS,202032,225.0
BS,202033,225.0
BS,202034,225.0
BS,202035,225.0
BS,202036,817.75
BS,202037,817.75
BS,202038,817.75
BS,202039,817.75
BS,202040,1069.75
BS,202041,1069.75
BS,202042,1069.75
BS,202043,1069.75
BS,202044,871.6000000000001
BS,202045,871.6000000000001
BS,202046,871.6000000000001
BS,202047,871.6000000000001
BS,202048,871.6000000000001
BZ,201749,814.4000000000003
BZ,201750,814.4000000000001
BZ,201751,814.4000000000001
BZ,201752,814.4000000000001
BZ,201753,814.4000000000001
BZ,201801,1015.5
BZ,201802,1015.5
BZ,201803,1015.5
BZ,201804,1015.5
BZ,201805,1212.6000000000004
BZ,201806,1212.6000000000004
BZ,201807,1212.6000000000004
BZ,201808,1212.6000000000004
BZ,201809,1212.6000000000004
BZ,201810,1297.25
BZ,201811,1297.25
BZ,201812,1297.25
BZ,201813,1297.25
BZ,201814,1181.25
BZ,201815,1181.25
BZ,201816,1181.25
BZ,201817,1181.25
BZ,201818,854.8000000000001
BZ,201819,854.8000000000002
BZ,201820,854.8000000000002
BZ,201821,854.8000000000001
BZ,201822,854.8000000000002
BZ,201823,972.75
BZ,201824,985.75
BZ,201825,985.75
BZ,201826,985.75
BZ,201827,228.25
BZ,201828,228.25
BZ,201829,228.25
BZ,201830,228.25
BZ,201831,102.60000000000001
BZ,201832,102.60000000000001
BZ,201833,102.60000000000001
BZ,201834,102.60000000000001
BZ,201835,102.60000000000001
BZ,201836,2.0
BZ,201837,2.0
BZ,201838,2.0
BZ,201839,2.0
BZ,201840,159.75
BZ,201841,155.25
BZ,201842,155.25
BZ,201843,155.25
BZ,201844,178.20000000000002
BZ,201845,174.40000000000003
BZ,201846,174.4
BZ,201847,174.4
BZ,201848,174.39999999999998
BZ,201849,197.25
BZ,201850,192.75
BZ,201851,192.75
BZ,201852,192.75
BZ,201901,664.25
BZ,201902,664.25
BZ,201903,664.25
BZ,201904,664.25
BZ,201905,354.20000000000005
BZ,201906,354.19999999999993
BZ,201907,354.20000000000005
BZ,201908,354.20000000000005
BZ,201909,354.2000000000001
BZ,201910,615.0
BZ,201911,615.0
BZ,201912,615.0
BZ,201913,615.0
BZ,201914,611.5
BZ,201915,611.5
BZ,201916,611.5
BZ,201917,611.5
BZ,201918,503.19999999999976
BZ,201919,503.19999999999965
BZ,201920,503.19999999999965
BZ,201921,503.19999999999976
BZ,201922,503.19999999999965
BZ,201923,663.75
BZ,201924,663.75
BZ,201925,663.75
BZ,201926,663.75
BZ,201927,626.75
BZ,201928,626.75
BZ,201929,626.75
BZ,201930,626.75
BZ,201931,524.8
BZ,201932,524.7999999999998
BZ,201933,524.7999999999998
BZ,201934,524.8
BZ,201935,524.8
BZ,201936,558.25
BZ,201937,558.25
BZ,201938,558.25
BZ,201939,558.25
BZ,201940,773.75
BZ,201941,773.75
BZ,201942,773.75
BZ,201943,773.75
BZ,201944,676.4
BZ,201945,676.4
BZ,201946,676.4
BZ,201947,676.4
BZ,201948,676.4
BZ,201949,677.5
BZ,201950,677.5
BZ,201951,677.5
BZ,201952,677.5
BZ,202001,737.5
BZ,202002,737.5
BZ,202003,737.5
BZ,202004,737.5
BZ,202005,201.99999999999994
BZ,202006,201.99999999999994
BZ,202007,201.99999999999997
BZ,202008,201.99999999999997
BZ,202009,201.99999999999997
BZ,202027,710.25
BZ,202028,710.25
BZ,202029,710.25
BZ,202030,710.25
BZ,202031,519.9999999999999
BZ,202032,519.9999999999999
BZ,202033,519.9999999999999
BZ,202034,519.9999999999999
BZ,202035,519.9999999999999
BZ,202036,1124.5
BZ,202037,1124.5
BZ,202038,1124.5
BZ,202039,1124.5
BZ,202040,1133.75
BZ,202041,1133.75
BZ,202042,1133.75
BZ,202043,1133.75
BZ,202044,900.1999999999998
BZ,202045,900.1999999999998
BZ,202046,900.1999999999998
BZ,202047,900.1999999999998
BZ,202048,900.1999999999998
CA,201749,3110.0
CA,201750,2185.0
CA,201751,1793.56
CA,201752,2032.0
CA,201753,889.0
CA,201801,1975.26
CA,201802,1831.34
CA,201803,1992.45
CA,201804,1819.8999999999999
CA,201805,2017.4599999999998
CA,201806,1848.6200000000001
CA,201807,1657.32
CA,201808,1387.0
CA,201809,2077.0
CA,201810,1366.0
CA,201811,2090.63
CA,201812,2078.84
CA,201813,1849.0
CA,201814,1732.0
CA,201815,1953.0
CA,201816,1690.0
CA,201817,2220.0
CA,201818,2087.0
CA,201819,2721.0
CA,201820,3023.0
CA,201821,3442.0
CA,201822,2633.0
CA,201823,2852.0
CA,201824,2817.0
CA,201825,3334.0
CA,201826,3072.0
CA,201827,3094.0
CA,201828,3136.0
CA,201829,3018.0
CA,201830,2453.0
CA,201831,1877.0
CA,201832,1754.0
CA,201833,1500.0
CA,201834,1382.0
CA,201835,1317.0
CA,201836,1332.0
CA,201837,2759.0
CA,201838,1359.0
CA,201839,1593.0
CA,201840,1646.0
CA,201841,1375.0
CA,201842,1500.0
CA,201843,1718.0
CA,201844,1774.0
CA,201845,1833.0
CA,201846,2141.0
CA,201847,2309.0
CA,201848,3131.0
CA,201849,2733.0
CA,201850,2941.0
CA,201851,1425.0
CA,201852,1132.0
CA,201901,1749.0
CA,201902,1911.0
CA,201903,2178.0
CA,201904,2238.0
CA,201905,2293.0
CA,201906,1894.0
CA,201907,1789.0
CA,201908,1693.0
CA,201909,1734.0
CA,201910,1661.0
CA,201911,2089.0
CA,201912,1910.0
CA,201913,1735.0
CA,201914,1380.0
CA,201915,1148.0
CA,201916,1398.0
CA,201917,1685.0
CA,201918,2387.0
CA,201919,2786.0
CA,201920,2639.0
CA,201921,2926.0
CA,201922,2629.0
CA,201923,2685.0
CA,201924,2898.0
CA,201925,3096.0
CA,201926,2950.0
CA,201927,2471.0
CA,201928,2401.0
CA,201929,2345.0
CA,201930,2407.0
CA,201931,1876.0
CA,201932,2142.0
CA,201933,2191.0
CA,201934,2015.0
CA,201935,1906.0
CA,201936,1746.0
CA,201937,1854.0
CA,201938,1705.0
CA,201939,1326.0
CA,201940,1012.0
CA,201941,1955.0
CA,201942,2097.0
CA,201943,1981.0
CA,201944,1807.0
CA,201945,2192.0
CA,201946,2568.0
CA,201947,2849.0
CA,201948,3150.0
CA,201949,2665.0
CA,201950,677.0
CA,201951,1916.0
CA,201952,1780.0
CA,202001,787.0
CA,202002,913.0
CA,202003,919.0
CA,202004,694.0
CA,202005,786.0
CA,202006,561.0
CA,202007,563.0
CA,202008,1.0
CA,202009,1.0
CA,202010,1.0
CA,202011,1.0
CA,202012,1.0
CA,202013,1.0
CA,202014,1.0
CA,202015,1.0
CA,202016,1.0
CA,202017,1.0
CA,202018,1.0
CA,202019,1.0
CA,202020,1.0
CA,202021,1.0
CA,202022,95.80000000000001
CA,202024,170.0
CA,202025,171.0
CA,202026,167.0
CA,202027,143.0
CA,202028,134.0
CA,202029,140.0
CA,202030,131.0
CA,202031,132.0
CA,202032,90.8
CA,202033,88.0
CA,202034,170.0
CA,202035,121.0
CA,202036,161.0
CA,202037,137.0
CA,202038,115.0
CA,202039,100.0
CA,202040,83.0
CA,202041,115.0
CA,202042,83.0
CA,202043,209.0
CA,202044,196.0
CA,202045,238.0
CA,202046,392.0
CA,202047,399.0
CA,202048,269.0
CA,202049,343.0
CA,202050,270.0
CA,202051,126.0
CA,202052,103.0
CA,202101,74.0
CA,202102,61.0
CA,202103,51.0
CA,202104,80.0
CA,202105,87.0
CA,202106,123.0
CA,202107,86.0
CA,202108,50.0
CA,202109,99.0
CA,202110,77.0
CA,202111,54.0
CA,202112,80.0
CA,202113,106.0
CA,202114,145.0
CA,202115,123.0
CA,202116,127.0
CA,202117,188.0
CA,202118,204.0
CA,202119,207.0
CA,202120,163.0
CA,202121,233.0
CA,202122,411.0
CA,202123,329.0
CA,202124,293.0
CA,202125,314.0
CA,202126,257.0
CA,202127,419.0
CA,202128,417.0
CA,202129,389.0
CA,202130,347.0
CA,202131,225.0
CA,202132,128.0
CA,202133,156.0
CA,202134,281.0
CA,202135,259.0
CA,202136,211.0
CA,202137,239.0
CA,202138,194.0
CA,202139,259.0
CA,202140,349.0
CA,202141,294.0
CA,202142,237.0
CA,202143,264.0
CA,202144,194.0
CA,202145,274.0
CA,202146,321.0
CA,202147,553.0
CA,202148,442.0
CA,202149,217.0
CA,202150,140.0
CA,202151,205.0
CA,202152,260.0
CA,202201,276.0
CA,202202,346.0
CA,202203,464.0
CA,202204,546.0
CA,202205,618.0
CA,202206,507.0
CA,202207,486.0
CA,202208,374.0
CA,202209,456.0
CA,202210,371.0
CA,202211,398.0
CA,202212,415.0
CA,202213,391.0
CA,202214,463.0
CA,202215,606.0
CA,202216,619.0
CA,202217,685.0
CA,202218,589.0
CA,202219,578.0
CA,202220,826.0
CA,202221,858.0
CA,202222,1154.0
CA,202223,1085.0
CA,202224,1036.0
CA,202225,855.0
CA,202226,1112.0
CA,202227,1035.0
CA,202228,1065.0
CA,202229,835.0
CA,202230,970.0
CA,202231,919.0
CA,202232,669.0
CA,202233,490.0
CA,202234,339.0
CA,202235,495.0
CA,202236,473.0
CA,202237,573.0
CA,202238,411.0
CA,202239,858.0
CA,202240,1068.0
CA,202241,949.0
CA,202242,973.0
CA,202243,805.0
CA,202244,821.0
CA,202245,847.0
CA,202246,1087.0
CA,202247,1700.0
CA,202248,1576.0
CA,202249,1508.0
CA,202250,1050.0
CA,202251,840.0
CA,202252,881.0
CA,202301,949.0
CA,202302,1054.0
CA,202303,1224.0
CA,202304,1148.0
CA,202305,1206.0
CA,202306,1009.0
CA,202307,708.0
CA,202308,802.0
CA,202309,959.0
CA,202310,1158.0
CA,202311,1074.0
CA,202312,933.0
CA,202313,1015.0
CA,202314,1182.0
CA,202315,1074.0
CA,202316,956.0
CA,202317,1136.0
CA,202318,1145.0
CA,202319,1150.0
CA,202320,1167.0
CA,202321,1457.0
CA,202322,1396.0
CA,202323,1501.0
CA,202324,1878.0
CA,202325,1881.0
CA,202326,1907.0
CA,202327,1587.0
CA,202328,1878.0
CA,202329,2061.0
CA,202330,1749.0
CA,202331,1716.0
CA,202332,722.0
CA,202333,1217.0
CA,202334,1214.0
CA,202335,1415.0
CA,202336,1538.0
CA,202337,1306.0
CA,202338,1301.0
CA,202339,1223.0
CA,202340,1395.0
CA,202341,1147.0
CA,202342,930.0
CA,202343,1013.0
CA,202344,1174.0
CA,202345,1528.0
CA,202346,1691.0
CA,202347,2007.0
CA,202348,2035.0
CA,202349,2170.0
CA,202350,1471.0
CA,202351,1200.0
CA,202352,1219.0
CA,202353,1365.0
CA,202401,1199.0
CA,202402,1359.0
CA,202403,1738.0
CA,202404,1459.0
CA,202405,1450.0
CA,202406,1014.0
CA,202407,1055.0
CA,202408,1292.0
CA,202409,1152.0
CH,201749,6633.0
CH,201750,6651.0
CH,201751,9158.0
CH,201752,8181.0
CH,201753,5573.0
CH,201801,4739.6
CH,201802,5436.6
CH,201803,4983.6
CH,201804,4905.6
CH,201805,5289.71
CH,201806,5089.71
CH,201807,4673.71
CH,201808,6552.71
CH,201809,5647.71
CH,201810,4600.22
CH,201811,4315.22
CH,201812,4622.22
CH,201813,5004.22
CH,201814,5199.87
CH,201815,4713.87
CH,201816,4853.87
CH,201817,4665.87
CH,201818,4524.96
CH,201819,4330.96
CH,201820,4209.96
CH,201821,5137.96
CH,201822,6440.96
CH,201823,9574.51
CH,201824,7883.51
CH,201825,6879.51
CH,201826,6129.51
CH,201827,5368.92
CH,201828,5903.92
CH,201829,4997.92
CH,201830,5355.92
CH,201831,4184.89
CH,201832,3557.89
CH,201833,3697.89
CH,201834,3874.89
CH,201835,3399.89
CH,201836,3294.0
CH,201837,3461.0
CH,201838,3783.0
CH,201839,3735.0
CH,201840,3235.0
CH,201841,3245.0
CH,201842,4243.0
CH,201843,3820.0
CH,201844,3782.0
CH,201845,5039.0
CH,201846,8180.0
CH,201847,8846.0
CH,201848,6131.0
CH,201849,4228.0
CH,201850,3175.0
CH,201851,3040.0
CH,201852,3415.0
CH,201901,3342.0
CH,201902,3982.0
CH,201903,3820.0
CH,201904,3871.0
CH,201905,4364.0
CH,201906,4196.0
CH,201907,3728.0
CH,201908,3396.0
CH,201909,2895.0
CH,201910,3232.0
CH,201911,3898.0
CH,201912,3780.0
CH,201913,3905.0
CH,201914,3283.0
CH,201915,2926.0
CH,201916,3070.0
CH,201917,3613.0
CH,201918,2874.0
CH,201919,3721.0
CH,201920,3110.0
CH,201921,3992.0
CH,201922,5399.0
CH,201923,6665.0
CH,201924,8860.0
CH,201925,8326.0
CH,201926,8701.0
CH,201927,5456.0
CH,201928,4357.0
CH,201929,3563.0
CH,201930,3684.0
CH,201931,3139.0
CH,201932,3066.0
CH,201933,3024.0
CH,201934,3661.0
CH,201935,3735.0
CH,201936,3833.25
CH,201937,3571.25
CH,201938,3075.25
CH,201939,3669.25
CH,201940,2999.0
CH,201941,2927.0
CH,201942,2577.0
CH,201943,5257.0
CH,201944,3962.0
CH,201945,3991.0
CH,201946,5963.0
CH,201947,7964.0
CH,201948,5845.0
CH,201949,3739.0
CH,201950,3351.0
CH,201951,4824.0
CH,201952,5069.0
CH,202001,4774.0
CH,202002,4624.0
CH,202003,3327.0
CH,202004,2514.0
CH,202005,2175.599999999999
CH,202006,1943.5999999999983
CH,202007,498.59999999999616
CH,202008,181.5999999999998
CH,202009,181.6000000000003
CH,202010,1.0
CH,202011,1.0
CH,202012,1.0
CH,202013,1.0
CH,202014,1.0
CH,202015,944.0
CH,202016,1375.0
CH,202017,1004.0
CH,202018,1494.2
CH,202019,1527.2
CH,202020,2852.2000000000003
CH,202021,2760.2000000000003
CH,202022,3159.9
CH,202023,3584.0
CH,202024,4662.0
CH,202025,4645.0
CH,202026,4249.0
CH,202027,3552.5
CH,202028,2678.5
CH,202029,2597.5
CH,202030,3170.5
CH,202031,2750.599999999999
CH,202032,2310.5999999999976
CH,202033,2087.6000000000026
CH,202034,2337.5999999999985
CH,202035,2565.6000000000004
CH,202036,2379.25
CH,202037,2184.25
CH,202038,2068.25
CH,202039,2285.25
CH,202040,2019.0
CH,202041,1891.0
CH,202042,1888.0
CH,202043,3445.0
CH,202044,2824.0
CH,202045,2598.0
CH,202046,3182.0
CH,202047,3240.0
CH,202048,4019.0
CH,202049,2388.25
